green_channel,red_channel,ir_channel,Anomaly,Anomaly_ch0,Anomaly_ch0
51546,35973,10274,0,0,1
51594,35965,10242,0,0,1
51709,35972,10231,0,0,1
51902,35997,10234,0,0,1
52150,36044,10246,0,0,1
52402,36111,10264,0,0,1
52659,36196,10283,0,0,1
52938,36300,10294,0,0,1
53202,36422,10297,0,0,1
53405,36555,10292,0,0,1
53548,36694,10275,0,0,1
53644,36839,10237,0,0,1
53678,36983,10176,0,0,1
53643,37123,10100,0,0,1
53566,37258,10017,0,0,1
53479,37385,9933,0,0,1
53383,37498,9851,0,0,1
53276,37596,9777,0,0,1
53186,37677,9716,0,0,1
53123,37745,9666,0,0,1
53058,37800,9625,0,0,1
52974,37843,9597,0,0,1
52894,37878,9585,0,0,1
52828,37909,9586,0,0,1
52757,37936,9598,0,0,1
52674,37963,9621,0,0,1
52605,37989,9650,0,0,1
52554,38012,9677,0,0,1
52498,38030,9697,0,0,1
52425,38046,9714,0,0,1
52335,38061,9721,0,0,1
52222,38077,9711,0,0,1
52064,38095,9688,0,0,1
51869,38110,9655,0,0,1
51668,38120,9608,0,0,1
51471,38123,9545,0,0,1
51268,38117,9472,0,0,1
51073,38104,9390,0,0,1
50921,38091,9301,0,0,1
50807,38082,9215,0,0,1
50707,38080,9145,0,0,1
50636,38084,9088,0,0,1
50611,38093,9039,0,0,1
50606,38107,9001,0,0,1
50583,38126,8978,0,0,1
50540,38144,8965,0,0,1
50483,38158,8955,0,0,1
50399,38162,8949,0,0,1
50264,38155,8946,0,0,1
50089,38138,8937,0,0,1
49898,38109,8911,0,0,1
49700,38070,8870,0,0,1
49491,38021,8818,0,0,1
49295,37965,8755,0,0,1
49136,37908,8682,0,0,1
49011,37853,8602,0,0,1
48913,37799,8525,0,0,1
48852,37751,8461,0,0,1
48831,37708,8409,0,0,1
48816,37667,8370,0,0,1
48786,37625,8350,0,0,1
48752,37587,8353,0,0,1
48713,37555,8373,0,0,1
48635,37529,8411,0,0,1
48507,37507,8474,0,0,1
48354,37491,8563,0,0,1
48187,37484,8670,0,0,1
47989,37490,8793,0,0,1
47766,37505,8932,0,0,1
47553,37532,9079,0,0,1
47366,37572,9228,0,0,1
47195,37622,9380,0,0,1
47045,37675,9533,0,0,1
46934,37730,9683,0,0,1
46862,37781,9830,0,0,1
46808,37830,9981,0,0,1
46764,37877,10132,0,0,1
46736,37922,10277,0,0,1
46721,37962,10421,0,0,1
46695,37995,10571,0,0,1
46652,38016,10725,0,0,1
46611,38024,10876,0,0,1
46577,38016,11017,0,0,1
46539,37990,11151,0,0,1
46494,37952,11280,0,0,1
46451,37905,11401,0,0,1
46403,37851,11502,0,0,1
46332,37793,11586,0,0,1
46249,37737,11660,0,0,1
46171,37687,11726,0,0,1
46087,37645,11778,0,0,1
45989,37609,11819,0,0,1
45897,37578,11858,0,0,1
45829,37561,11895,0,0,1
45768,37555,11925,0,0,1
45701,37552,11951,0,0,1
45655,37550,11980,0,0,1
45644,37544,12008,0,0,1
45645,37527,12039,0,0,1
45641,37498,12079,0,0,1
45642,37457,12127,0,0,1
45647,37409,12183,0,0,1
45641,37358,12246,0,0,1
45620,37306,12315,0,0,1
45609,37256,12385,0,0,1
45622,37214,12455,0,0,1
45651,37183,12530,0,0,1
45691,37167,12606,0,0,1
45760,37170,12677,0,0,1
45858,37181,12734,0,0,1
45972,37195,12771,0,0,1
46101,37210,12792,0,0,1
46261,37226,12797,0,0,1
46447,37237,12776,0,0,1
46638,37241,12733,0,0,1
46837,37233,12679,0,0,1
47066,37212,12625,0,0,1
47310,37181,12568,0,0,1
47528,37145,12510,0,0,1
47720,37107,12458,0,0,1
47900,37073,12416,0,0,1
48042,37040,12376,0,0,1
48119,37009,12341,0,0,1
48145,36980,12315,0,0,1
48151,36951,12298,0,0,1
48137,36923,12289,0,0,1
48098,36891,12288,0,0,1
48054,36854,12295,0,0,1
48029,36815,12307,0,0,1
48023,36772,12324,0,0,1
48027,36721,12344,0,0,1
48049,36657,12359,0,0,1
48100,36581,12363,0,0,1
48167,36494,12358,0,0,1
48238,36402,12347,0,0,1
48322,36308,12325,0,0,1
48424,36212,12292,0,0,1
48523,36114,12249,0,0,1
48607,36017,12205,0,0,1
48700,35925,12165,0,0,1
48809,35845,12126,0,0,1
48906,35778,12088,0,0,1
48980,35719,12056,0,0,1
49054,35662,12035,0,0,1
49135,35604,12018,0,0,1
49203,35549,11997,0,0,1
49256,35497,11982,0,0,1
49315,35448,11972,0,0,1
49390,35401,11952,0,0,1
49457,35353,11915,0,0,1
49505,35302,11865,0,0,1
49542,35252,11807,0,0,1
49562,35213,11729,0,0,1
49542,35193,11628,0,0,1
49477,35197,11520,0,0,1
49378,35230,11410,0,0,1
49252,35295,11297,0,0,1
49095,35388,11190,0,0,1
48917,35506,11098,0,0,1
48741,35644,11027,0,0,1
48577,35800,10981,0,0,1
48412,35964,10966,0,0,1
48251,36130,10977,0,0,1
48106,36291,11007,0,0,1
47975,36443,11049,0,0,1
47845,36578,11095,0,0,1
47724,36695,11135,0,0,1
47625,36797,11162,0,0,1
47535,36884,11169,0,0,1
47439,36961,11152,0,0,1
47349,37033,11110,0,0,1
47277,37104,11042,0,0,1
47206,37175,10955,0,0,1
47121,37247,10855,0,0,1
47046,37319,10742,0,0,1
46996,37394,10618,0,0,1
46953,37468,10493,0,0,1
46905,37535,10377,0,0,1
46861,37590,10272,0,0,1
46819,37629,10177,0,0,1
46757,37650,10091,0,0,1
46667,37655,10012,0,0,1
46567,37652,9942,0,0,1
46465,37646,9876,0,0,1
46351,37641,9815,0,0,1
46228,37637,9754,0,0,1
46120,37641,9691,0,0,1
46034,37656,9621,0,0,1
45951,37680,9550,0,0,1
45871,37712,9490,0,0,1
45804,37750,9446,0,0,1
45745,37790,9410,0,0,1
45685,37828,9380,0,0,1
45623,37857,9357,0,0,1
45575,37879,9338,0,0,1
45540,37896,9314,0,0,1
45501,37903,9280,0,0,1
45456,37897,9239,0,0,1
45417,37880,9187,0,0,1
45382,37857,9119,0,0,1
45334,37833,9041,0,0,1
45284,37810,8961,0,0,1
45250,37788,8888,0,0,1
45215,37766,8839,0,0,1
45158,37746,8821,0,0,1
45102,37724,8831,0,0,1
45068,37702,8869,0,0,1
45034,37679,8937,0,0,1
44974,37653,9031,0,0,1
44902,37625,9142,0,0,1
44832,37599,9262,0,0,1
44746,37573,9389,0,0,1
44629,37546,9519,0,0,1
44502,37521,9646,0,0,1
44387,37494,9774,0,0,1
44269,37459,9909,0,0,1
44142,37421,10055,0,0,1
44024,37384,10212,0,0,1
43929,37352,10382,0,0,1
43854,37323,10561,0,0,1
43795,37293,10747,0,0,1
43764,37259,10941,0,0,1
43768,37228,11137,0,0,1
43792,37205,11331,0,0,1
43822,37192,11528,0,0,1
43865,37188,11730,0,0,1
43914,37192,11921,0,0,1
43939,37198,12098,0,0,1
43928,37205,12273,0,0,1
43898,37212,12454,0,0,1
43844,37213,12626,0,0,1
43744,37204,12778,0,0,1
43606,37182,12915,0,0,1
43469,37148,13034,0,0,1
43339,37106,13123,0,0,1
43204,37056,13180,0,0,1
43089,37001,13223,0,0,1
43033,36952,13259,0,0,1
43037,36908,13284,0,0,1
43082,36870,13308,0,0,1
43174,36840,13345,0,0,1
43324,36821,13400,0,0,1
43503,36810,13466,0,0,1
43672,36801,13538,0,0,1
43831,36793,13624,0,0,1
43983,36785,13720,0,0,1
44101,36775,13814,0,0,1
44164,36757,13901,0,0,1
44186,36728,13987,0,0,1
44182,36694,14058,0,0,1
44148,36655,14101,0,0,1
44087,36607,14115,0,0,1
44034,36556,14110,0,0,1
44015,36507,14079,0,0,1
44027,36462,14019,0,0,1
44062,36423,13950,0,0,1
44133,36395,13884,0,0,1
44243,36374,13818,0,0,1
44367,36355,13753,0,0,1
44492,36334,13700,0,0,1
44623,36307,13656,0,0,1
44759,36273,13611,0,0,1
44885,36235,13568,0,0,1
44996,36194,13528,0,0,1
45108,36153,13489,0,0,1
45226,36116,13444,0,0,1
45336,36086,13396,0,0,1
45438,36067,13355,0,0,1
45551,36057,13321,0,0,1
45675,36051,13291,0,0,1
45781,36043,13270,0,0,1
45865,36032,13257,0,0,1
45946,36016,13248,0,0,1
46018,35995,13241,0,0,1
46061,35966,13233,0,0,1
46089,35927,13220,0,0,1
46130,35884,13194,0,0,1
46173,35850,13154,0,0,1
46200,35830,13111,0,0,1
46226,35825,13069,0,0,1
46272,35836,13027,0,0,1
46320,35859,12981,0,0,1
46349,35889,12939,0,0,1
46368,35924,12902,0,0,1
46393,35962,12869,0,0,1
46421,35994,12838,0,0,1
46443,36011,12811,0,0,1
46472,36012,12787,0,0,1
46524,36000,12762,0,0,1
46597,35978,12732,0,0,1
46679,35945,12697,0,0,1
46776,35906,12653,0,0,1
46895,35867,12593,0,0,1
47020,35829,12523,0,0,1
47139,35798,12450,0,0,1
47253,35773,12375,0,0,1
47361,35753,12297,0,0,1
47445,35739,12223,0,0,1
47498,35731,12159,0,0,1
47535,35732,12105,0,0,1
47566,35747,12063,0,0,1
47588,35772,12033,0,0,1
47606,35808,12009,0,0,1
47650,35863,11987,0,0,1
47729,35933,11962,0,0,1
47827,36020,11937,0,0,1
47944,36123,11911,0,0,1
48099,36240,11879,0,0,1
48282,36369,11841,0,0,1
48459,36504,11801,0,0,1
48625,36635,11760,0,0,1
48800,36755,11718,0,0,1
48965,36864,11678,0,0,1
49079,36959,11644,0,0,1
49153,37038,11617,0,0,1
49224,37100,11594,0,0,1
49286,37146,11573,0,0,1
49315,37179,11552,0,0,1
49333,37205,11537,0,0,1
49376,37232,11528,0,0,1
49428,37261,11522,0,0,1
49468,37286,11521,0,0,1
49513,37309,11529,0,0,1
49577,37334,11544,0,0,1
49631,37359,11560,0,0,1
49647,37379,11575,0,0,1
49635,37400,11586,0,0,1
49607,37420,11589,0,0,1
49543,37437,11581,0,0,1
49435,37449,11559,0,0,1
49314,37461,11523,0,0,1
49203,37481,11467,0,0,1
49090,37510,11392,0,0,1
48978,37546,11302,0,0,1
48902,37588,11204,0,0,1
48875,37638,11100,0,0,1
48865,37691,10996,0,0,1
48859,37742,10899,0,0,1
48884,37791,10813,0,0,1
48934,37832,10737,0,0,1
48950,37859,10669,0,0,1
48914,37875,10610,0,0,1
48863,37880,10558,0,0,1
48804,37870,10511,0,0,1
48712,37845,10475,0,0,1
48605,37810,10453,0,0,1
48532,37772,10443,0,0,1
48499,37741,10448,0,0,1
48481,37721,10473,0,0,1
48495,37711,10519,0,0,1
48577,37710,10584,0,0,1
48703,37716,10669,0,0,1
48829,37723,10775,0,0,1
48961,37727,10900,0,0,1
49115,37724,11034,0,0,1
49254,37711,11178,0,0,1
49328,37683,11337,0,0,1
49336,37644,11509,0,0,1
49299,37596,11690,0,0,1
49197,37542,11879,0,0,1
49011,37483,12079,0,0,1
48764,37426,12289,0,0,1
48492,37383,12501,0,0,1
48207,37361,12704,0,0,1
47917,37364,12898,0,0,1
47655,37385,13083,0,0,1
47448,37419,13255,0,0,1
47293,37455,13408,0,0,1
47182,37486,13541,0,0,1
47126,37508,13651,0,0,1
47136,37517,13733,0,0,1
47189,37508,13783,0,0,1
47261,37482,13807,0,0,1
47365,37443,13816,0,0,1
47503,37395,13811,0,0,1
47648,37342,13793,0,0,1
47784,37287,13774,0,0,1
47925,37234,13764,0,0,1
48066,37190,13752,0,0,1
48184,37156,13735,0,0,1
48278,37131,13727,0,0,1
48383,37117,13732,0,0,1
48505,37106,13741,0,0,1
48619,37089,13752,0,0,1
48735,37063,13775,0,0,1
48885,37027,13809,0,0,1
49066,36979,13839,0,0,1
49244,36921,13857,0,0,1
49417,36851,13869,0,0,1
49607,36777,13871,0,0,1
49802,36708,13849,0,0,1
49969,36650,13806,0,0,1
50116,36602,13751,0,0,1
50268,36566,13685,0,0,1
50409,36541,13606,0,0,1
50507,36521,13523,0,0,1
50563,36507,13446,0,0,1
50594,36499,13379,0,0,1
50592,36489,13318,0,0,1
50537,36470,13264,0,0,1
50431,36439,13225,0,0,1
50301,36398,13202,0,0,1
50163,36354,13186,0,0,1
50025,36313,13175,0,0,1
49919,36276,13166,0,0,1
49875,36246,13150,0,0,1
49885,36228,13119,0,0,1
49940,36224,13077,0,0,1
50060,36231,13024,0,0,1
50241,36246,12956,0,0,1
50431,36263,12880,0,0,1
50602,36278,12805,0,0,1
50768,36288,12736,0,0,1
50915,36291,12672,0,0,1
50998,36287,12615,0,0,1
50997,36272,12572,0,0,1
50935,36250,12546,0,0,1
50822,36225,12530,0,0,1
50646,36199,12521,0,0,1
50419,36175,12525,0,0,1
50175,36159,12536,0,0,1
49933,36151,12547,0,0,1
49704,36149,12554,0,0,1
49513,36154,12556,0,0,1
49393,36167,12546,0,0,1
49346,36185,12522,0,0,1
49352,36199,12489,0,0,1
49412,36199,12452,0,0,1
49543,36186,12409,0,0,1
49711,36164,12359,0,0,1
49862,36140,12307,0,0,1
49997,36110,12255,0,0,1
50125,36078,12199,0,0,1
50216,36047,12137,0,0,1
50234,36018,12071,0,0,1
50185,35990,12003,0,0,1
50091,35964,11925,0,0,1
49952,35940,11837,0,0,1
49761,35921,11747,0,0,1
49540,35912,11660,0,0,1
49323,35912,11576,0,0,1
49125,35917,11501,0,0,1
48957,35927,11439,0,0,1
48852,35948,11385,0,0,1
48832,35988,11335,0,0,1
48868,36051,11292,0,0,1
48931,36136,11252,0,0,1
49025,36242,11208,0,0,1
49153,36367,11150,0,0,1
49284,36507,11077,0,0,1
49398,36655,10990,0,0,1
49500,36803,10887,0,0,1
49589,36954,10770,0,0,1
49633,37103,10647,0,0,1
49617,37242,10523,0,0,1
49560,37369,10401,0,0,1
49468,37480,10288,0,0,1
49323,37570,10192,0,0,1
49126,37637,10114,0,0,1
48911,37687,10053,0,0,1
48700,37721,10012,0,0,1
48484,37739,9991,0,0,1
48280,37747,9981,0,0,1
48136,37748,9973,0,0,1
48062,37747,9962,0,0,1
48037,37746,9950,0,0,1
48059,37744,9927,0,0,1
48137,37747,9889,0,0,1
48255,37754,9843,0,0,1
48367,37763,9794,0,0,1
48443,37773,9739,0,0,1
48485,37788,9680,0,0,1
48471,37810,9622,0,0,1
48371,37832,9574,0,0,1
48187,37853,9534,0,0,1
47957,37875,9499,0,0,1
47702,37902,9477,0,0,1
47439,37930,9473,0,0,1
47218,37954,9481,0,0,1
47084,37977,9505,0,0,1
47043,38000,9543,0,0,1
47089,38023,9591,0,0,1
47233,38044,9641,0,0,1
47473,38061,9698,0,0,1
47763,38071,9768,0,0,1
48051,38068,9851,0,0,1
48318,38053,9950,0,0,1
48548,38032,10070,0,0,1
48704,38007,10221,0,0,1
48756,37979,10406,0,0,1
48726,37955,10624,0,0,1
48635,37934,10869,0,0,1
48478,37912,11138,0,0,1
48280,37889,11432,0,0,1
48101,37868,11744,0,0,1
47977,37845,12054,0,0,1
47890,37818,12350,0,0,1
47840,37783,12631,0,0,1
47865,37744,12885,0,0,1
47964,37706,13089,0,0,1
48091,37673,13233,0,0,1
48227,37647,13331,0,0,1
48390,37627,13387,0,0,1
48562,37611,13408,0,0,1
48703,37601,13407,0,0,1
48815,37599,13399,0,0,1
48925,37603,13391,0,0,1
49026,37607,13389,0,0,1
49092,37607,13398,0,0,1
49127,37600,13421,0,0,1
49151,37585,13455,0,0,1
49164,37559,13502,0,0,1
49148,37527,13568,0,0,1
49118,37496,13646,0,0,1
49101,37470,13724,0,0,1
49088,37450,13806,0,0,1
49069,37432,13896,0,0,1
49073,37415,13988,0,0,1
49128,37402,14073,0,0,1
49210,37392,14146,0,0,1
49295,37385,14212,0,0,1
49400,37376,14276,0,0,1
49535,37365,14330,0,0,1
49669,37347,14367,0,0,1
49770,37323,14389,0,0,1
49842,37296,14400,0,0,1
49882,37266,14393,0,0,1
49868,37233,14366,0,0,1
49795,37195,14332,0,0,1
49690,37153,14295,0,0,1
49583,37114,14246,0,0,1
49471,37080,14188,0,0,1
49356,37052,14137,0,0,1
49271,37032,14094,0,0,1
49229,37015,14047,0,0,1
49207,36997,13998,0,0,1
49198,36973,13955,0,0,1
49235,36941,13916,0,0,1
49324,36905,13875,0,0,1
49432,36867,13827,0,0,1
49545,36824,13766,0,0,1
49678,36780,13686,0,0,1
49822,36739,13587,0,0,1
49940,36703,13474,0,0,1
50022,36669,13352,0,0,1
50076,36640,13226,0,0,1
50091,36619,13099,0,0,1
50039,36604,12982,0,0,1
49923,36593,12878,0,0,1
49774,36585,12783,0,0,1
49606,36576,12697,0,0,1
49419,36561,12634,0,0,1
49239,36541,12596,0,0,1
49099,36518,12572,0,0,1
48988,36496,12553,0,0,1
48887,36474,12543,0,0,1
48813,36454,12545,0,0,1
48782,36437,12549,0,0,1
48774,36429,12543,0,0,1
48767,36430,12521,0,0,1
48760,36442,12482,0,0,1
48755,36461,12412,0,0,1
48744,36480,12307,0,0,1
48712,36488,12182,0,0,1
48669,36487,12050,0,0,1
48636,36477,11902,0,0,1
48606,36460,11738,0,0,1
48581,36435,11578,0,0,1
48599,36406,11435,0,0,1
48677,36379,11310,0,0,1
48792,36358,11204,0,0,1
48935,36340,11120,0,0,1
49132,36327,11057,0,0,1
49373,36320,11011,0,0,1
49601,36315,10979,0,0,1
49782,36307,10953,0,0,1
49923,36294,10923,0,0,1
50017,36276,10882,0,0,1
50034,36252,10834,0,0,1
49974,36215,10776,0,0,1
49858,36166,10705,0,0,1
49702,36112,10625,0,0,1
49507,36060,10541,0,0,1
49294,36013,10457,0,0,1
49105,35977,10375,0,0,1
48956,35956,10297,0,0,1
48836,35955,10226,0,0,1
48750,35977,10167,0,0,1
48715,36028,10121,0,0,1
48714,36110,10086,0,0,1
48720,36217,10068,0,0,1
48734,36344,10067,0,0,1
48777,36491,10073,0,0,1
48832,36652,10078,0,0,1
48877,36816,10078,0,0,1
48930,36977,10076,0,0,1
49013,37131,10063,0,0,1
49104,37275,10029,0,0,1
49175,37402,9971,0,0,1
49247,37516,9895,0,0,1
49334,37624,9800,0,0,1
49405,37725,9694,0,0,1
49423,37811,9593,0,0,1
49392,37882,9504,0,0,1
49326,37939,9424,0,0,1
49215,37983,9359,0,0,1
49054,38011,9316,0,0,1
48877,38025,9294,0,0,1
48721,38033,9290,0,0,1
48584,38036,9301,0,0,1
48474,38032,9317,0,0,1
48428,38023,9325,0,0,1
48457,38016,9325,0,0,1
48513,38014,9321,0,0,1
48574,38013,9306,0,0,1
48661,38012,9275,0,0,1
48755,38010,9236,0,0,1
48790,38005,9203,0,0,1
48747,37998,9176,0,0,1
48656,37992,9154,0,0,1
48525,37980,9147,0,0,1
48349,37962,9166,0,0,1
48151,37940,9220,0,0,1
47980,37924,9308,0,0,1
47855,37922,9430,0,0,1
47759,37935,9584,0,0,1
47696,37959,9762,0,0,1
47682,37987,9953,0,0,1
47696,38020,10147,0,0,1
47692,38054,10349,0,0,1
47670,38090,10558,0,0,1
47645,38127,10764,0,0,1
47595,38157,10957,0,0,1
47498,38174,11132,0,0,1
47380,38177,11284,0,0,1
47272,38172,11408,0,0,1
47175,38161,11507,0,0,1
47085,38140,11587,0,0,1
47017,38110,11647,0,0,1
46989,38079,11689,0,0,1
46981,38050,11719,0,0,1
46979,38026,11743,0,0,1
47002,38008,11761,0,0,1
47059,37999,11782,0,0,1
47113,37991,11812,0,0,1
47139,37980,11851,0,0,1
47160,37965,11889,0,0,1
47185,37950,11920,0,0,1
47200,37934,11946,0,0,1
47203,37912,11972,0,0,1
47221,37888,11998,0,0,1
47278,37865,12014,0,0,1
47376,37847,12019,0,0,1
47526,37835,12022,0,0,1
47749,37829,12020,0,0,1
48034,37829,12007,0,0,1
48345,37837,11985,0,0,1
48659,37850,11968,0,0,1
48977,37863,11958,0,0,1
49273,37872,11950,0,0,1
49495,37876,11946,0,0,1
49637,37876,11950,0,0,1
49723,37873,11960,0,0,1
49742,37865,11968,0,0,1
49674,37850,11976,0,0,1
49546,37831,11984,0,0,1
49405,37810,11985,0,0,1
49273,37788,11975,0,0,1
49161,37763,11948,0,0,1
49094,37731,11897,0,0,1
49094,37694,11821,0,0,1
49153,37658,11725,0,0,1
49235,37623,11615,0,0,1
49319,37591,11502,0,0,1
49396,37563,11387,0,0,1
49440,37542,11273,0,0,1
49425,37528,11171,0,0,1
49363,37523,11093,0,0,1
49273,37525,11032,0,0,1
49150,37527,10983,0,0,1
48995,37520,10952,0,0,1
48853,37506,10940,0,0,1
48752,37487,10935,0,0,1
48671,37462,10931,0,0,1
48595,37432,10928,0,0,1
48550,37397,10917,0,0,1
48538,37360,10888,0,0,1
48529,37325,10841,0,0,1
48495,37287,10781,0,0,1
48446,37244,10708,0,0,1
48384,37198,10630,0,0,1
48293,37152,10554,0,0,1
48176,37110,10484,0,0,1
48061,37078,10417,0,0,1
47966,37055,10358,0,0,1
47884,37037,10311,0,0,1
47817,37027,10277,0,0,1
47780,37029,10255,0,0,1
47768,37041,10247,0,0,1
47747,37054,10254,0,0,1
47709,37060,10268,0,0,1
47668,37061,10280,0,0,1
47611,37061,10282,0,0,1
47508,37057,10275,0,0,1
47374,37040,10260,0,0,1
47235,37009,10235,0,0,1
47079,36967,10196,0,0,1
46892,36920,10151,0,0,1
46693,36873,10112,0,0,1
46509,36831,10078,0,0,1
46342,36795,10047,0,0,1
46187,36761,10023,0,0,1
46055,36730,10003,0,0,1
45961,36706,9981,0,0,1
45901,36690,9957,0,0,1
45862,36675,9925,0,0,1
45843,36655,9875,0,0,1
45845,36628,9809,0,0,1
45845,36599,9733,0,0,1
45820,36571,9648,0,0,1
45787,36538,9554,0,0,1
45755,36501,9459,0,0,1
45700,36460,9373,0,0,1
45601,36418,9304,0,0,1
45487,36381,9252,0,0,1
45368,36355,9208,0,0,1
45222,36336,9170,0,0,1
45042,36326,9144,0,0,1
44856,36330,9127,0,0,1
44680,36349,9111,0,0,1
44506,36380,9096,0,0,1
44342,36421,9081,0,0,1
44213,36473,9060,0,0,1
44130,36536,9031,0,0,1
44089,36612,8997,0,0,1
44090,36696,8956,0,0,1
44145,36793,8906,0,0,1
44248,36910,8852,0,0,1
44360,37046,8796,0,0,1
44464,37196,8735,0,0,1
44564,37355,8661,0,0,1
44636,37519,8578,0,0,1
44641,37681,8492,0,0,1
44574,37834,8403,0,0,1
44452,37981,8303,0,0,1
44277,38115,8190,0,0,1
44049,38231,8066,0,0,1
43791,38324,7939,0,0,1
43543,38401,7808,0,0,1
43327,38468,7680,0,0,1
43151,38524,7566,0,0,1
43032,38564,7469,0,0,1
42987,38591,7392,0,0,1
42999,38611,7339,0,0,1
43037,38628,7316,0,0,1
43099,38642,7318,0,0,1
43187,38657,7345,0,0,1
43262,38671,7398,0,0,1
43291,38681,7472,0,0,1
43284,38691,7559,0,0,1
43260,38705,7657,0,0,1
43211,38719,7771,0,0,1
43141,38729,7897,0,0,1
43079,38735,8031,0,0,1
43050,38746,8169,0,0,1
43054,38765,8312,0,0,1
43089,38791,8463,0,0,1
43166,38823,8620,0,0,1
43285,38860,8777,0,0,1
43427,38899,8933,0,0,1
43582,38934,9093,0,0,1
43754,38967,9259,0,0,1
43931,38998,9429,0,0,1
44080,39024,9603,0,0,1
44190,39041,9776,0,0,1
44274,39045,9942,0,0,1
44330,39034,10093,0,0,1
44335,39014,10222,0,0,1
44308,38983,10321,0,0,1
44289,38942,10381,0,0,1
44280,38893,10409,0,0,1
44274,38835,10414,0,0,1
44286,38773,10398,0,0,1
44339,38709,10367,0,0,1
44429,38645,10335,0,0,1
44537,38582,10314,0,0,1
44656,38520,10312,0,0,1
44787,38461,10333,0,0,1
44925,38414,10376,0,0,1
45048,38378,10442,0,0,1
45152,38347,10530,0,0,1
45244,38319,10627,0,0,1
45309,38299,10722,0,0,1
45334,38285,10817,0,0,1
45340,38277,10908,0,0,1
45347,38279,10982,0,0,1
45339,38287,11032,0,0,1
45311,38291,11070,0,0,1
45300,38293,11100,0,0,1
45327,38293,11111,0,0,1
45389,38292,11104,0,0,1
45479,38289,11090,0,0,1
45598,38283,11074,0,0,1
45740,38276,11061,0,0,1
45880,38266,11054,0,0,1
45997,38252,11051,0,0,1
46090,38231,11041,0,0,1
46156,38208,11025,0,0,1
46179,38182,11007,0,0,1
46159,38153,10980,0,0,1
46111,38123,10937,0,0,1
46041,38091,10873,0,0,1
45940,38056,10792,0,0,1
45814,38015,10699,0,0,1
45686,37971,10599,0,0,1
45556,37925,10498,0,0,1
45401,37881,10412,0,0,1
45223,37835,10349,0,0,1
45048,37789,10306,0,0,1
44879,37745,10281,0,0,1
44704,37703,10280,0,0,1
44538,37660,10301,0,0,1
44406,37622,10333,0,0,1
44310,37592,10367,0,0,1
44241,37569,10398,0,0,1
44207,37547,10425,0,0,1
44221,37527,10438,0,0,1
44276,37506,10430,0,0,1
44349,37481,10409,0,0,1
44430,37450,10379,0,0,1
44521,37417,10333,0,0,1
44606,37383,10274,0,0,1
44661,37345,10218,0,0,1
44683,37305,10170,0,0,1
44685,37263,10121,0,0,1
44650,37222,10069,0,0,1
44571,37183,10027,0,0,1
44478,37150,10001,0,0,1
44400,37126,9988,0,0,1
44326,37106,9985,0,0,1
44258,37089,9991,0,0,1
44227,37077,10001,0,0,1
44242,37068,10008,0,0,1
44279,37064,10006,0,0,1
44328,37062,9991,0,0,1
44399,37057,9961,0,0,1
44485,37051,9918,0,0,1
44553,37045,9867,0,0,1
44582,37035,9807,0,0,1
44582,37020,9740,0,0,1
44550,37008,9673,0,0,1
44470,36999,9609,0,0,1
44348,36993,9544,0,0,1
44213,36992,9478,0,0,1
44080,36994,9415,0,0,1
43954,36999,9357,0,0,1
43848,37002,9302,0,0,1
43790,37001,9247,0,0,1
43789,36998,9197,0,0,1
43825,36993,9153,0,0,1
43896,36982,9111,0,0,1
44012,36960,9064,0,0,1
44165,36925,9017,0,0,1
44325,36876,8983,0,0,1
44488,36819,8962,0,0,1
44661,36758,8949,0,0,1
44817,36699,8942,0,0,1
44926,36637,8936,0,0,1
44999,36574,8925,0,0,1
45052,36514,8905,0,0,1
45071,36467,8876,0,0,1
45049,36433,8835,0,0,1
45019,36407,8778,0,0,1
45006,36386,8711,0,0,1
44992,36372,8649,0,0,1
44960,36367,8598,0,0,1
44928,36372,8556,0,0,1
44913,36385,8526,0,0,1
44897,36404,8507,0,0,1
44864,36430,8495,0,0,1
44819,36461,8487,0,0,1
44767,36501,8484,0,0,1
44690,36558,8489,0,0,1
44576,36636,8493,0,0,1
44441,36734,8489,0,0,1
44304,36853,8476,0,0,1
44165,36990,8462,0,0,1
44034,37139,8445,0,0,1
43927,37300,8426,0,0,1
43854,37469,8407,0,0,1
43814,37637,8395,0,0,1
43804,37792,8397,0,0,1
43824,37929,8410,0,0,1
43862,38042,8434,0,0,1
43900,38133,8470,0,0,1
43935,38198,8517,0,0,1
43978,38239,8573,0,0,1
44025,38263,8637,0,0,1
44059,38277,8710,0,0,1
44081,38289,8789,0,0,1
44110,38306,8873,0,0,1
44143,38328,8964,0,0,1
44166,38355,9066,0,0,1
44186,38387,9183,0,0,1
44220,38423,9316,0,0,1
44253,38461,9460,0,0,1
44265,38496,9611,0,0,1
44272,38525,9766,0,0,1
44295,38546,9916,0,0,1
44323,38565,10051,0,0,1
44345,38582,10169,0,0,1
44388,38596,10271,0,0,1
44481,38610,10354,0,0,1
44615,38623,10416,0,0,1
44781,38636,10463,0,0,1
44993,38651,10494,0,0,1
45253,38665,10510,0,0,1
45535,38681,10520,0,0,1
45809,38697,10529,0,0,1
46073,38712,10539,0,0,1
46323,38723,10548,0,0,1
46541,38728,10561,0,0,1
46720,38718,10584,0,0,1
46875,38696,10617,0,0,1
47018,38666,10652,0,0,1
47141,38626,10689,0,0,1
47242,38573,10727,0,0,1
47339,38517,10756,0,0,1
47436,38464,10765,0,0,1
47515,38420,10757,0,0,1
