green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2,Anomaly_ch0
12863,42452,31256,0,0,0,0,0
12897,42483,31310,0,0,0,0,0
12932,42515,31362,0,0,0,0,0
12980,42555,31418,0,0,0,0,0
13027,42594,31480,0,0,0,0,0
13061,42624,31537,0,0,0,0,0
13095,42653,31584,0,0,0,0,0
13142,42686,31625,0,0,0,0,0
13183,42715,31660,0,0,0,0,0
13204,42730,31683,0,0,0,0,0
13218,42740,31687,0,0,0,0,0
13233,42748,31677,0,0,0,0,0
13227,42744,31656,0,0,0,0,0
13197,42723,31617,0,0,0,0,0
13163,42695,31562,0,0,0,0,0
13130,42665,31500,0,0,0,0,0
13080,42625,31430,0,0,0,0,0
13015,42572,31350,0,0,0,0,0
12957,42516,31265,0,0,0,0,0
12909,42464,31178,0,0,0,0,0
12848,42407,31088,0,0,0,0,0
12779,42347,30996,0,0,0,0,0
12727,42300,30908,0,0,0,0,0
12692,42269,30835,0,0,0,0,0
12654,42242,30775,0,0,0,0,0
12616,42219,30726,0,0,0,0,0
12600,42215,30692,0,0,0,0,0
12603,42225,30674,0,0,0,0,0
12601,42234,30668,0,0,0,0,0
12598,42239,30666,0,0,0,0,0
12612,42252,30673,0,0,0,0,0
12633,42270,30690,0,0,0,0,0
12643,42284,30708,0,0,0,0,0
12649,42292,30717,0,0,0,0,0
12667,42300,30721,0,0,0,0,0
12686,42305,30727,0,0,0,0,0
12691,42298,30732,0,0,0,0,0
12692,42289,30735,0,0,0,0,0
12707,42291,30740,0,0,0,0,0
12723,42299,30749,0,0,0,0,0
12725,42302,30755,0,0,0,0,0
12724,42303,30754,0,0,0,0,0
12731,42307,30748,0,0,0,0,0
12728,42304,30734,0,0,0,0,0
12703,42285,30702,0,0,0,0,0
12673,42262,30654,0,0,0,0,0
12654,42242,30600,0,0,0,0,0
12627,42218,30543,0,0,0,0,0
12581,42183,30478,0,0,0,0,0
12532,42145,30403,0,0,0,0,0
12490,42112,30325,0,0,0,0,0
12438,42071,30247,0,0,0,0,0
12367,42017,30162,0,0,0,0,0
12298,41958,30068,0,0,0,0,0
12239,41902,29972,0,0,0,0,0
12171,41843,29876,0,0,0,0,0
12087,41776,29772,0,0,0,0,0
12012,41713,29661,0,0,0,0,0
11951,41659,29550,0,0,0,0,0
11884,41601,29440,0,0,0,0,0
11809,41536,29327,0,0,0,0,0
11747,41476,29214,0,0,0,0,0
11696,41426,29108,0,0,0,0,0
11629,41373,29006,0,0,0,0,0
11548,41310,28901,0,0,0,0,0
11476,41252,28798,0,0,0,0,0
11414,41203,28704,0,0,0,0,0
11343,41151,28615,0,0,0,0,0
11266,41097,28523,0,0,0,0,0
11207,41055,28434,0,0,0,0,0
11166,41026,28355,0,0,0,0,0
11122,40996,28284,0,0,0,0,0
11079,40962,28212,0,0,0,0,0
11053,40935,28142,0,0,0,0,0
11033,40911,28080,0,0,0,0,0
10998,40881,28020,0,0,0,0,0
10953,40845,27954,0,0,0,0,0
10915,40813,27884,0,0,0,0,0
10876,40780,27814,0,0,0,0,0
10819,40738,27741,0,0,0,0,0
10758,40695,27663,0,0,0,0,0
10714,40663,27584,0,0,0,0,0
10672,40632,27510,0,0,0,0,0
10618,40593,27438,0,0,0,0,0
10569,40553,27366,0,0,0,0,0
10540,40522,27298,0,0,0,0,0
10511,40494,27237,0,0,0,0,0
10467,40458,27174,0,0,0,0,0
10420,40418,27105,0,0,0,0,0
10379,40379,27034,0,0,0,0,0
10328,40335,26960,0,0,0,0,0
10258,40280,26877,0,0,0,0,0
10188,40224,26786,0,0,0,0,0
10126,40175,26695,0,0,0,0,0
10058,40123,26607,0,0,0,0,0
9982,40066,26518,0,0,0,0,0
9926,40018,26431,0,0,0,0,0
9897,39984,26358,0,0,0,0,0
9871,39954,26302,0,0,0,0,0
9844,39927,26254,0,0,0,0,0
9831,39913,26206,0,0,0,0,0
9829,39907,26162,0,0,0,0,0
9814,39896,26123,0,0,0,0,0
9784,39878,26078,0,0,0,0,0
9757,39862,26024,0,0,0,0,0
9737,39847,25966,0,0,0,0,0
9700,39820,25903,0,0,0,0,0
9651,39782,25831,0,0,0,0,0
9613,39746,25756,0,0,0,0,0
9583,39715,25684,0,0,0,0,0
9539,39679,25616,0,0,0,0,0
9489,39641,25547,0,0,0,0,0
9455,39614,25484,0,0,0,0,0
9435,39598,25435,0,0,0,0,0
9416,39585,25398,0,0,0,0,0
9407,39577,25367,0,0,0,0,0
9424,39584,25341,0,0,0,0,0
9451,39599,25324,0,0,0,0,0
9466,39612,25308,0,0,0,0,0
9479,39624,25287,0,0,0,0,0
9503,39643,25267,0,0,0,0,0
9525,39659,25249,0,0,0,0,0
9529,39663,25225,0,0,0,0,0
9530,39663,25193,0,0,0,0,0
9543,39669,25162,0,0,0,0,0
9555,39674,25138,0,0,0,0,0
9553,39670,25112,0,0,0,0,0
9550,39661,25080,0,0,0,0,0
9551,39653,25040,0,0,0,0,0
9541,39641,24992,0,0,0,0,0
9508,39615,24933,0,0,0,0,0
9463,39578,24861,0,0,0,0,0
9413,39537,24783,0,0,0,0,0
9344,39482,24697,0,0,0,0,0
9251,39409,24599,0,0,0,0,0
9157,39334,24490,0,0,0,0,0
9073,39265,24381,0,0,0,0,0
8981,39195,24275,0,0,0,0,0
8880,39122,24169,0,0,0,0,0
8796,39057,24062,0,0,0,0,0
8733,39005,23964,0,0,0,0,0
8668,38952,23876,0,0,0,0,0
8604,38899,23793,0,0,0,0,0
8564,38859,23713,0,0,0,0,0
8546,38835,23645,0,0,0,0,0
8523,38813,23590,0,0,0,0,0
8493,38788,23539,0,0,0,0,0
8474,38771,23488,0,0,0,0,0
8460,38758,23439,0,0,0,0,0
8427,38734,23389,0,0,0,0,0
8381,38700,23331,0,0,0,0,0
8343,38669,23268,0,0,0,0,0
8308,38639,23205,0,0,0,0,0
8259,38600,23145,0,0,0,0,0
8205,38560,23094,0,0,0,0,0
8175,38537,23068,0,0,0,0,0
8180,38541,23085,0,0,0,0,0
8222,38575,23157,0,0,0,0,0
8321,38652,23290,0,0,0,0,0
8499,38788,23494,0,0,0,0,0
8741,38978,23779,0,0,0,0,0
9030,39210,24143,0,0,0,0,0
9375,39485,24578,0,0,0,0,0
9787,39806,25078,0,0,0,0,0
10241,40162,25637,0,0,0,0,0
10712,40535,26235,0,0,0,0,0
11200,40920,26855,0,0,0,0,0
11705,41314,27488,0,0,0,0,0
12198,41703,28129,0,0,0,0,0
12657,42068,28754,0,0,0,0,0
13090,42412,29344,0,0,0,0,0
13498,42733,29896,0,0,0,0,0
13859,43021,30406,0,0,0,0,0
14160,43266,30864,0,0,0,0,0
14424,43477,31265,0,0,0,0,0
14660,43660,31614,0,0,0,0,0
14852,43808,31914,0,0,0,0,0
15003,43920,32164,0,0,0,0,0
15140,44014,32369,0,0,0,0,0
15269,44100,32543,0,0,0,0,0
15369,44171,32694,0,0,0,0,0
15442,44225,32820,0,0,0,0,0
15514,44276,32925,0,0,0,0,0
15591,44327,33019,0,0,0,0,0
15652,44371,33105,0,0,0,0,0
15696,44405,33177,0,0,0,0,0
15743,44441,33236,0,0,0,0,0
15791,44479,33291,0,0,0,0,0
15814,44505,33341,0,0,0,0,0
15815,44516,33380,0,0,0,0,0
15819,44525,33408,0,0,0,0,0
15832,44537,33434,0,0,0,0,0
15837,44540,33460,0,0,0,0,0
15837,44538,33481,0,0,0,0,0
15857,44545,33505,0,0,0,0,0
15893,44563,33542,0,0,0,0,0
15925,44578,33588,0,0,0,0,0
15951,44594,33633,0,0,0,0,0
15983,44618,33675,0,0,0,0,0
16010,44644,33718,0,0,0,0,0
16018,44655,33755,0,0,0,0,0
16014,44655,33781,0,0,0,0,0
16012,44651,33794,0,0,0,0,0
15997,44639,33792,0,0,0,0,0
15949,44607,33766,0,0,0,0,0
15880,44560,33714,0,0,0,0,0
15808,44507,33639,0,0,0,0,0
15722,44445,33548,0,0,0,0,0
15614,44368,33440,0,0,0,0,0
15504,44287,33317,0,0,0,0,0
15410,44213,33192,0,0,0,0,0
15315,44140,33070,0,0,0,0,0
15206,44063,32948,0,0,0,0,0
15100,43985,32821,0,0,0,0,0
15004,43909,32694,0,0,0,0,0
14903,43829,32571,0,0,0,0,0
14792,43743,32450,0,0,0,0,0
14694,43661,32331,0,0,0,0,0
14618,43592,32220,0,0,0,0,0
14541,43527,32123,0,0,0,0,0
14464,43465,32037,0,0,0,0,0
14412,43423,31965,0,0,0,0,0
14387,43403,31914,0,0,0,0,0
14368,43393,31884,0,0,0,0,0
14349,43388,31866,0,0,0,0,0
14351,43393,31858,0,0,0,0,0
14371,43408,31863,0,0,0,0,0
14386,43425,31877,0,0,0,0,0
14397,43440,31894,0,0,0,0,0
14423,43461,31910,0,0,0,0,0
14460,43484,31928,0,0,0,0,0
14482,43496,31942,0,0,0,0,0
14487,43498,31945,0,0,0,0,0
14499,43503,31940,0,0,0,0,0
14507,43507,31932,0,0,0,0,0
14491,43498,31923,0,0,0,0,0
14460,43477,31903,0,0,0,0,0
14436,43455,31872,0,0,0,0,0
14410,43432,31835,0,0,0,0,0
14361,43397,31784,0,0,0,0,0
14300,43350,31714,0,0,0,0,0
14244,43301,31632,0,0,0,0,0
14183,43250,31545,0,0,0,0,0
14102,43185,31448,0,0,0,0,0
14016,43112,31343,0,0,0,0,0
13941,43044,31236,0,0,0,0,0
13864,42974,31130,0,0,0,0,0
13774,42896,31020,0,0,0,0,0
13683,42819,30904,0,0,0,0,0
13600,42752,30786,0,0,0,0,0
13509,42680,30668,0,0,0,0,0
13398,42597,30545,0,0,0,0,0
13288,42513,30414,0,0,0,0,0
13192,42437,30279,0,0,0,0,0
13093,42360,30146,0,0,0,0,0
12985,42276,30012,0,0,0,0,0
12888,42194,29878,0,0,0,0,0
12808,42119,29751,0,0,0,0,0
12726,42043,29633,0,0,0,0,0
12634,41966,29523,0,0,0,0,0
12552,41897,29417,0,0,0,0,0
12481,41834,29313,0,0,0,0,0
12403,41771,29212,0,0,0,0,0
12317,41705,29110,0,0,0,0,0
12249,41651,29010,0,0,0,0,0
12202,41612,28917,0,0,0,0,0
12149,41574,28826,0,0,0,0,0
12086,41531,28734,0,0,0,0,0
12038,41498,28648,0,0,0,0,0
12006,41476,28576,0,0,0,0,0
11966,41453,28516,0,0,0,0,0
11917,41424,28458,0,0,0,0,0
11877,41402,28401,0,0,0,0,0
11843,41382,28346,0,0,0,0,0
11791,41350,28286,0,0,0,0,0
11730,41310,28215,0,0,0,0,0
11685,41272,28137,0,0,0,0,0
11649,41235,28062,0,0,0,0,0
11601,41193,27989,0,0,0,0,0
11547,41146,27912,0,0,0,0,0
11502,41101,27833,0,0,0,0,0
11450,41053,27753,0,0,0,0,0
11376,40995,27670,0,0,0,0,0
11296,40933,27581,0,0,0,0,0
11227,40876,27490,0,0,0,0,0
11162,40822,27400,0,0,0,0,0
11085,40764,27310,0,0,0,0,0
11009,40706,27215,0,0,0,0,0
10950,40657,27118,0,0,0,0,0
10896,40612,27026,0,0,0,0,0
10831,40559,26941,0,0,0,0,0
10767,40507,26855,0,0,0,0,0
10716,40463,26771,0,0,0,0,0
10662,40420,26691,0,0,0,0,0
10597,40370,26610,0,0,0,0,0
10537,40320,26525,0,0,0,0,0
10490,40280,26442,0,0,0,0,0
10436,40244,26365,0,0,0,0,0
10372,40208,26288,0,0,0,0,0
10319,40176,26212,0,0,0,0,0
10281,40150,26140,0,0,0,0,0
10235,40119,26070,0,0,0,0,0
10178,40075,25999,0,0,0,0,0
10124,40026,25925,0,0,0,0,0
10071,39974,25848,0,0,0,0,0
9997,39913,25765,0,0,0,0,0
9904,39840,25670,0,0,0,0,0
9814,39763,25562,0,0,0,0,0
9734,39693,25452,0,0,0,0,0
9649,39622,25343,0,0,0,0,0
9560,39551,25233,0,0,0,0,0
9486,39491,25126,0,0,0,0,0
9423,39441,25027,0,0,0,0,0
9351,39387,24935,0,0,0,0,0
9273,39331,24845,0,0,0,0,0
9214,39285,24763,0,0,0,0,0
9167,39249,24692,0,0,0,0,0
9109,39212,24625,0,0,0,0,0
9050,39172,24554,0,0,0,0,0
9007,39138,24481,0,0,0,0,0
8973,39108,24409,0,0,0,0,0
8924,39069,24333,0,0,0,0,0
8868,39024,24250,0,0,0,0,0
8819,38983,24163,0,0,0,0,0
8763,38942,24078,0,0,0,0,0
8684,38889,23987,0,0,0,0,0
8590,38824,23885,0,0,0,0,0
8497,38756,23776,0,0,0,0,0
8391,38679,23662,0,0,0,0,0
8263,38586,23538,0,0,0,0,0
8129,38484,23399,0,0,0,0,0
8005,38384,23252,0,0,0,0,0
7873,38283,23103,0,0,0,0,0
7727,38179,22954,0,0,0,0,0
7588,38079,22805,0,0,0,0,0
7470,37994,22663,0,0,0,0,0
7356,37914,22532,0,0,0,0,0
7239,37837,22410,0,0,0,0,0
7137,37770,22296,0,0,0,0,0
7061,37715,22193,0,0,0,0,0
6993,37664,22104,0,0,0,0,0
6927,37615,22026,0,0,0,0,0
6887,37581,21964,0,0,0,0,0
6883,37572,21934,0,0,0,0,0
6900,37583,21942,0,0,0,0,0
6942,37620,21993,0,0,0,0,0
7036,37697,22098,0,0,0,0,0
7186,37816,22266,0,0,0,0,0
7372,37967,22502,0,0,0,0,0
7595,38146,22799,0,0,0,0,0
7878,38365,23156,0,0,0,0,0
8212,38622,23572,0,0,0,0,0
8566,38900,24037,0,0,0,0,0
8939,39193,24538,0,0,0,0,0
9349,39509,25071,0,0,0,0,0
9785,39842,25634,0,0,0,0,0
10216,40173,26211,0,0,0,0,0
10636,40501,26784,0,0,0,0,0
11054,40827,27341,0,0,0,0,0
11455,41140,27876,0,0,0,0,0
11814,41426,28383,0,0,0,0,0
12132,41684,28848,0,0,0,0,0
12429,41922,29268,0,0,0,0,0
12695,42133,29647,0,0,0,0,0
12912,42308,29981,0,0,0,0,0
13095,42453,30263,0,0,0,0,0
13262,42578,30498,0,0,0,0,0
13407,42682,30696,0,0,0,0,0
13517,42757,30858,0,0,0,0,0
13606,42813,30983,0,0,0,0,0
13691,42867,31083,0,0,0,0,0
13762,42915,31168,0,0,0,0,0
13809,42950,31240,0,0,0,0,0
13844,42979,31300,0,0,0,0,0
13879,43008,31352,0,0,0,0,0
13902,43032,31398,0,0,0,0,0
13902,43041,31433,0,0,0,0,0
13899,43043,31462,0,0,0,0,0
13907,43049,31491,0,0,0,0,0
13918,43059,31524,0,0,0,0,0
13930,43075,31561,0,0,0,0,0
13964,43103,31601,0,0,0,0,0
14023,43146,31651,0,0,0,0,0
14080,43190,31709,0,0,0,0,0
14126,43229,31768,0,0,0,0,0
14176,43270,31822,0,0,0,0,0
14223,43308,31869,0,0,0,0,0
14244,43327,31911,0,0,0,0,0
14242,43330,31938,0,0,0,0,0
14241,43330,31949,0,0,0,0,0
14243,43328,31950,0,0,0,0,0
14226,43313,31940,0,0,0,0,0
14189,43285,31913,0,0,0,0,0
14151,43254,31870,0,0,0,0,0
14112,43222,31819,0,0,0,0,0
14049,43177,31754,0,0,0,0,0
13963,43119,31670,0,0,0,0,0
13879,43062,31573,0,0,0,0,0
13797,43001,31468,0,0,0,0,0
13701,42924,31357,0,0,0,0,0
13601,42838,31235,0,0,0,0,0
13516,42763,31111,0,0,0,0,0
13440,42698,30996,0,0,0,0,0
13357,42635,30892,0,0,0,0,0
13281,42576,30796,0,0,0,0,0
13234,42531,30711,0,0,0,0,0
13205,42496,30643,0,0,0,0,0
13173,42463,30589,0,0,0,0,0
13146,42437,30544,0,0,0,0,0
13137,42429,30512,0,0,0,0,0
13133,42431,30493,0,0,0,0,0
13123,42431,30485,0,0,0,0,0
13121,42433,30485,0,0,0,0,0
13136,42448,30493,0,0,0,0,0
13152,42464,30513,0,0,0,0,0
13160,42477,30539,0,0,0,0,0
13175,42491,30563,0,0,0,0,0
13209,42513,30587,0,0,0,0,0
13242,42535,30620,0,0,0,0,0
13263,42551,30653,0,0,0,0,0
13288,42572,30679,0,0,0,0,0
13323,42601,30695,0,0,0,0,0
13342,42624,30704,0,0,0,0,0
13338,42630,30704,0,0,0,0,0
13327,42627,30691,0,0,0,0,0
13314,42616,30668,0,0,0,0,0
13277,42594,30638,0,0,0,0,0
13218,42557,30592,0,0,0,0,0
13165,42518,30530,0,0,0,0,0
13119,42477,30457,0,0,0,0,0
13054,42421,30374,0,0,0,0,0
12975,42354,30279,0,0,0,0,0
12905,42289,30174,0,0,0,0,0
12844,42229,30067,0,0,0,0,0
12768,42163,29956,0,0,0,0,0
12678,42092,29840,0,0,0,0,0
12603,42031,29725,0,0,0,0,0
12538,41979,29620,0,0,0,0,0
12460,41919,29520,0,0,0,0,0
12367,41849,29412,0,0,0,0,0
12277,41778,29295,0,0,0,0,0
12180,41702,29173,0,0,0,0,0
12057,41608,29040,0,0,0,0,0
11919,41500,28892,0,0,0,0,0
11789,41390,28732,0,0,0,0,0
11659,41279,28573,0,0,0,0,0
11517,41163,28417,0,0,0,0,0
11377,41051,28262,0,0,0,0,0
11256,40957,28116,0,0,0,0,0
11149,40875,27984,0,0,0,0,0
11044,40797,27862,0,0,0,0,0
10954,40730,27748,0,0,0,0,0
10894,40682,27650,0,0,0,0,0
10851,40644,27570,0,0,0,0,0
10810,40604,27504,0,0,0,0,0
10781,40570,27441,0,0,0,0,0
10769,40553,27385,0,0,0,0,0
10758,40544,27338,0,0,0,0,0
10736,40534,27296,0,0,0,0,0
10723,40531,27255,0,0,0,0,0
10729,40538,27221,0,0,0,0,0
10729,40543,27192,0,0,0,0,0
10709,40536,27157,0,0,0,0,0
10691,40526,27112,0,0,0,0,0
10677,40515,27061,0,0,0,0,0
10646,40490,27006,0,0,0,0,0
10595,40450,26941,0,0,0,0,0
10546,40407,26865,0,0,0,0,0
10502,40366,26788,0,0,0,0,0
10440,40319,26713,0,0,0,0,0
10360,40261,26635,0,0,0,0,0
10285,40200,26549,0,0,0,0,0
10218,40140,26458,0,0,0,0,0
10139,40073,26363,0,0,0,0,0
10051,40003,26262,0,0,0,0,0
9980,39942,26161,0,0,0,0,0
9930,39895,26074,0,0,0,0,0
9880,39851,26001,0,0,0,0,0
9832,39814,25935,0,0,0,0,0
9810,39795,25875,0,0,0,0,0
9805,39791,25826,0,0,0,0,0
9791,39787,25785,0,0,0,0,0
9772,39782,25748,0,0,0,0,0
9766,39782,25713,0,0,0,0,0
9764,39781,25685,0,0,0,0,0
9746,39771,25657,0,0,0,0,0
9716,39754,25620,0,0,0,0,0
9688,39733,25575,0,0,0,0,0
9654,39706,25528,0,0,0,0,0
9598,39664,25474,0,0,0,0,0
9535,39613,25407,0,0,0,0,0
9480,39566,25332,0,0,0,0,0
9419,39517,25253,0,0,0,0,0
9341,39457,25167,0,0,0,0,0
9259,39394,25072,0,0,0,0,0
9193,39337,24972,0,0,0,0,0
9130,39283,24876,0,0,0,0,0
9056,39227,24781,0,0,0,0,0
8985,39175,24685,0,0,0,0,0
8926,39134,24594,0,0,0,0,0
8867,39097,24515,0,0,0,0,0
8803,39059,24443,0,0,0,0,0
8756,39027,24372,0,0,0,0,0
8733,39008,24306,0,0,0,0,0
8711,38992,24247,0,0,0,0,0
8681,38975,24188,0,0,0,0,0
8656,38960,24127,0,0,0,0,0
8639,38949,24070,0,0,0,0,0
8607,38931,24017,0,0,0,0,0
8559,38901,23958,0,0,0,0,0
8519,38870,23897,0,0,0,0,0
8495,38844,23849,0,0,0,0,0
8474,38823,23822,0,0,0,0,0
8466,38818,23825,0,0,0,0,0
8506,38850,23875,0,0,0,0,0
8603,38924,23989,0,0,0,0,0
8742,39034,24170,0,0,0,0,0
8926,39180,24416,0,0,0,0,0
9171,39369,24726,0,0,0,0,0
9462,39596,25098,0,0,0,0,0
9769,39845,25520,0,0,0,0,0
10095,40107,25977,0,0,0,0,0
10453,40389,26462,0,0,0,0,0
10830,40685,26970,0,0,0,0,0
11204,40985,27491,0,0,0,0,0
11572,41284,28011,0,0,0,0,0
11943,41582,28523,0,0,0,0,0
12305,41867,29021,0,0,0,0,0
12635,42126,29493,0,0,0,0,0
12936,42362,29927,0,0,0,0,0
13222,42584,30321,0,0,0,0,0
13481,42788,30680,0,0,0,0,0
13698,42963,30998,0,0,0,0,0
13885,43112,31275,0,0,0,0,0
14060,43246,31515,0,0,0,0,0
14210,43361,31721,0,0,0,0,0
14321,43449,31887,0,0,0,0,0
14409,43518,32014,0,0,0,0,0
14492,43581,32113,0,0,0,0,0
14561,43630,32190,0,0,0,0,0
14606,43663,32245,0,0,0,0,0
14646,43692,32283,0,0,0,0,0
14692,43728,32317,0,0,0,0,0
14726,43761,32352,0,0,0,0,0
14739,43780,32379,0,0,0,0,0
14743,43789,32390,0,0,0,0,0
14741,43791,32387,0,0,0,0,0
14714,43776,32373,0,0,0,0,0
14662,43740,32342,0,0,0,0,0
14605,43693,32295,0,0,0,0,0
14550,43641,32240,0,0,0,0,0
14478,43581,32181,0,0,0,0,0
14392,43514,32116,0,0,0,0,0
14317,43456,32054,0,0,0,0,0
14257,43411,31999,0,0,0,0,0
14196,43367,31952,0,0,0,0,0
14135,43324,31908,0,0,0,0,0
14100,43294,31870,0,0,0,0,0
14083,43278,31839,0,0,0,0,0
14053,43258,31809,0,0,0,0,0
14008,43225,31763,0,0,0,0,0
13966,43185,31696,0,0,0,0,0
13916,43141,31612,0,0,0,0,0
13834,43080,31510,0,0,0,0,0
13723,42995,31383,0,0,0,0,0
13603,42898,31234,0,0,0,0,0
13470,42794,31073,0,0,0,0,0
13318,42682,30906,0,0,0,0,0
13170,42569,30739,0,0,0,0,0
13050,42470,30586,0,0,0,0,0
12951,42384,30456,0,0,0,0,0
12855,42306,30348,0,0,0,0,0
12782,42248,30261,0,0,0,0,0
12748,42221,30200,0,0,0,0,0
12734,42215,30168,0,0,0,0,0
12721,42212,30156,0,0,0,0,0
12718,42213,30152,0,0,0,0,0
12733,42225,30157,0,0,0,0,0
12746,42237,30173,0,0,0,0,0
12742,42242,30192,0,0,0,0,0
12738,42245,30208,0,0,0,0,0
12747,42256,30227,0,0,0,0,0
12757,42267,30252,0,0,0,0,0
12762,42271,30276,0,0,0,0,0
12786,42280,30299,0,0,0,0,0
12835,42305,30327,0,0,0,0,0
12882,42333,30364,0,0,0,0,0
12914,42358,30402,0,0,0,0,0
12943,42381,30427,0,0,0,0,0
12967,42397,30436,0,0,0,0,0
12955,42390,30424,0,0,0,0,0
12900,42350,30381,0,0,0,0,0
12824,42287,30306,0,0,0,0,0
12730,42209,30204,0,0,0,0,0
12603,42111,30079,0,0,0,0,0
12450,41996,29930,0,0,0,0,0
12303,41879,29768,0,0,0,0,0
12167,41768,29605,0,0,0,0,0
12027,41657,29442,0,0,0,0,0
11887,41544,29281,0,0,0,0,0
11770,41442,29127,0,0,0,0,0
11668,41349,28986,0,0,0,0,0
11551,41256,28850,0,0,0,0,0
11423,41163,28709,0,0,0,0,0
11303,41076,28561,0,0,0,0,0
11181,40987,28410,0,0,0,0,0
11038,40882,28253,0,0,0,0,0
10880,40764,28083,0,0,0,0,0
10728,40645,27903,0,0,0,0,0
10580,40528,27727,0,0,0,0,0
10424,40407,27554,0,0,0,0,0
10272,40290,27383,0,0,0,0,0
10142,40187,27222,0,0,0,0,0
10029,40097,27076,0,0,0,0,0
9918,40017,26945,0,0,0,0,0
9820,39949,26825,0,0,0,0,0
9749,39902,26721,0,0,0,0,0
9690,39864,26632,0,0,0,0,0
9627,39824,26547,0,0,0,0,0
9571,39785,26463,0,0,0,0,0
9533,39753,26385,0,0,0,0,0
9497,39720,26314,0,0,0,0,0
9449,39681,26241,0,0,0,0,0
9403,39645,26164,0,0,0,0,0
9368,39616,26090,0,0,0,0,0
9327,39582,26024,0,0,0,0,0
9270,39539,25959,0,0,0,0,0
9215,39493,25886,0,0,0,0,0
9163,39447,25806,0,0,0,0,0
9092,39394,25719,0,0,0,0,0
9001,39332,25622,0,0,0,0,0
8915,39271,25520,0,0,0,0,0
8841,39214,25422,0,0,0,0,0
8757,39151,25327,0,0,0,0,0
8668,39086,25229,0,0,0,0,0
8602,39033,25135,0,0,0,0,0
8557,38995,25055,0,0,0,0,0
8508,38959,24992,0,0,0,0,0
8455,38924,24938,0,0,0,0,0
8425,38901,24891,0,0,0,0,0
8404,38882,24848,0,0,0,0,0
8361,38853,24805,0,0,0,0,0
8299,38812,24749,0,0,0,0,0
8241,38768,24681,0,0,0,0,0
8186,38725,24607,0,0,0,0,0
8114,38672,24528,0,0,0,0,0
8033,38611,24440,0,0,0,0,0
7961,38555,24348,0,0,0,0,0
7895,38507,24261,0,0,0,0,0
7821,38460,24175,0,0,0,0,0
7749,38415,24091,0,0,0,0,0
7698,38383,24019,0,0,0,0,0
7660,38359,23959,0,0,0,0,0
7617,38333,23903,0,0,0,0,0
7581,38310,23846,0,0,0,0,0
7567,38301,23791,0,0,0,0,0
7558,38296,23742,0,0,0,0,0
7536,38281,23696,0,0,0,0,0
7512,38263,23649,0,0,0,0,0
7499,38249,23602,0,0,0,0,0
7485,38234,23563,0,0,0,0,0
7465,38215,23537,0,0,0,0,0
7461,38207,23526,0,0,0,0,0
7488,38227,23544,0,0,0,0,0
7536,38270,23603,0,0,0,0,0
7599,38330,23701,0,0,0,0,0
7696,38417,23842,0,0,0,0,0
7843,38537,24035,0,0,0,0,0
8028,38687,24287,0,0,0,0,0
8245,38861,24591,0,0,0,0,0
8515,39066,24943,0,0,0,0,0
8837,39307,25350,0,0,0,0,0
9177,39568,25805,0,0,0,0,0
9526,39844,26293,0,0,0,0,0
9896,40134,26801,0,0,0,0,0
10280,40435,27324,0,0,0,0,0
10649,40731,27851,0,0,0,0,0
10996,41012,28363,0,0,0,0,0
11337,41286,28853,0,0,0,0,0
11672,41553,29315,0,0,0,0,0
11972,41795,29742,0,0,0,0,0
12237,42011,30126,0,0,0,0,0
12489,42215,30472,0,0,0,0,0
12726,42405,30785,0,0,0,0,0
12925,42567,31062,0,0,0,0,0
13083,42699,31291,0,0,0,0,0
13224,42811,31473,0,0,0,0,0
13342,42899,31617,0,0,0,0,0
13417,42953,31724,0,0,0,0,0
13456,42980,31792,0,0,0,0,0
13480,42992,31829,0,0,0,0,0
13485,42988,31844,0,0,0,0,0
13457,42962,31840,0,0,0,0,0
13411,42924,31818,0,0,0,0,0
13371,42886,31785,0,0,0,0,0
13328,42847,31749,0,0,0,0,0
13268,42801,31714,0,0,0,0,0
13213,42761,31679,0,0,0,0,0
13179,42738,31652,0,0,0,0,0
13157,42729,31638,0,0,0,0,0
13137,42723,31633,0,0,0,0,0
13134,42728,31636,0,0,0,0,0
13160,42752,31653,0,0,0,0,0
13194,42787,31686,0,0,0,0,0
13217,42819,31725,0,0,0,0,0
13243,42847,31759,0,0,0,0,0
13274,42873,31787,0,0,0,0,0
13283,42883,31802,0,0,0,0,0
13255,42865,31790,0,0,0,0,0
13207,42828,31742,0,0,0,0,0
13147,42774,31665,0,0,0,0,0
13054,42693,31560,0,0,0,0,0
12927,42587,31428,0,0,0,0,0
12791,42473,31271,0,0,0,0,0
12649,42357,31098,0,0,0,0,0
12477,42226,30908,0,0,0,0,0
12277,42076,30699,0,0,0,0,0
12076,41921,30477,0,0,0,0,0
11877,41766,30255,0,0,0,0,0
11664,41599,30033,0,0,0,0,0
11447,41426,29813,0,0,0,0,0
11254,41266,29602,0,0,0,0,0
11089,41128,29416,0,0,0,0,0
10933,41007,29258,0,0,0,0,0
10792,40904,29124,0,0,0,0,0
10692,40830,29019,0,0,0,0,0
10630,40784,28950,0,0,0,0,0
10585,40758,28912,0,0,0,0,0
10563,40752,28896,0,0,0,0,0
10579,40772,28902,0,0,0,0,0
10622,40814,28934,0,0,0,0,0
10668,40864,28989,0,0,0,0,0
10722,40920,29051,0,0,0,0,0
