green_channel,red_channel,ir_channel,Anomaly_ch2
26689,51204,17112,0
26781,51280,17244,0
26836,51326,17316,0
26857,51346,17338,0
26851,51341,17319,0
26826,51317,17269,0
26791,51275,17197,0
26738,51219,17104,0
26670,51147,16992,0
26591,51065,16863,0
26504,50979,16725,0
26412,50891,16578,0
26317,50799,16420,0
26220,50704,16250,0
26121,50603,16072,0
26015,50496,15888,0
25900,50383,15694,0
25776,50267,15490,0
25651,50149,15278,0
25523,50031,15060,0
25388,49907,14835,0
25246,49776,14599,0
25099,49642,14351,0
24945,49501,14093,0
24784,49354,13830,0
24624,49206,13572,0
24472,49067,13327,0
24331,48939,13097,0
24200,48823,12888,0
24084,48722,12705,0
23984,48638,12550,0
23901,48572,12419,0
23834,48520,12313,0
23783,48483,12235,0
23748,48460,12188,0
23733,48454,12170,0
23733,48461,12175,0
23744,48474,12196,0
23760,48491,12225,0
23776,48509,12256,0
23792,48528,12284,0
23808,48546,12307,0
23821,48558,12324,0
23829,48560,12336,0
23832,48555,12341,0
23832,48548,12338,0
23822,48541,12321,0
23794,48524,12285,0
23750,48495,12226,0
23696,48455,12149,0
23635,48405,12060,0
23568,48343,11956,0
23495,48271,11831,0
23413,48191,11690,0
23322,48105,11537,0
23227,48014,11375,0
23131,47921,11207,0
23034,47830,11036,0
22935,47741,10860,0
22835,47648,10677,0
22733,47554,10491,0
22628,47458,10307,0
22511,47357,10120,0
22383,47250,9926,0
22253,47141,9727,0
22127,47036,9531,0
22003,46931,9334,0
21877,46821,9133,0
21753,46708,8932,0
21634,46597,8734,0
21515,46487,8539,0
21392,46376,8344,0
21263,46265,8151,0
21129,46152,7959,0
20996,46039,7767,0
20866,45930,7574,0
20741,45828,7381,0
20622,45726,7187,0
20505,45620,6990,0
20388,45514,6794,0
20271,45411,6604,0
20158,45315,6421,0
20051,45223,6242,0
19947,45132,6067,0
19844,45042,5895,0
19744,44953,5728,0
19640,44860,5563,0
19534,44765,5404,0
19429,44674,5253,0
19327,44585,5104,0
19226,44501,4954,0
19130,44424,4814,0
19040,44351,4684,0
18954,44279,4558,0
18869,44205,4433,0
18784,44126,4303,0
18701,44048,4173,0
18620,43974,4046,0
18540,43901,3921,0
18464,43832,3797,0
18393,43769,3681,0
18322,43709,3567,0
18251,43644,3451,0
18181,43579,3332,0
18110,43516,3216,0
18038,43452,3102,0
17963,43385,2989,0
17887,43318,2881,0
17813,43253,2777,0
17735,43189,2672,0
17654,43125,2567,0
17572,43063,2464,0
17493,43002,2359,0
17415,42937,2252,0
17338,42869,2145,0
17265,42807,2043,0
17193,42750,1944,0
17117,42690,1841,0
17039,42630,1736,0
16963,42572,1631,0
16893,42516,1530,0
16829,42461,1437,0
16774,42413,1357,0
16739,42384,1303,0
16739,42387,1298,0
16793,42437,1375,0
16925,42556,1570,0
17154,42764,1911,0
17488,43067,2414,0
17928,43469,3098,0
18484,43981,3992,0
19164,44604,5105,0
19945,45316,6393,0
20782,46075,7778,0
21627,46838,9178,0
22443,47573,10526,0
23201,48252,11771,0
23883,48859,12878,0
24481,49387,13834,0
24988,49833,14634,0
25401,50191,15280,0
25730,50469,15784,0
25983,50679,16161,0
26166,50828,16431,0
26286,50925,16610,0
26354,50977,16711,0
26381,50993,16747,0
26372,50984,16731,0
26335,50955,16674,0
26280,50908,16584,0
26215,50849,16474,0
26142,50779,16349,0
26057,50699,16205,0
25962,50607,16045,0
25861,50507,15874,0
25750,50402,15697,0
25631,50293,15512,0
25508,50178,15317,0
25379,50060,15115,0
25249,49938,14904,0
25119,49808,14680,0
24983,49671,14442,0
24841,49533,14197,0
24691,49396,13949,0
24536,49253,13693,0
24376,49107,13430,0
24215,48967,13167,0
24063,48837,12912,0
23919,48715,12665,0
23785,48599,12432,0
23667,48494,12219,0
23557,48401,12028,0
23456,48319,11859,0
23371,48246,11710,0
23308,48184,11590,0
23260,48134,11499,0
23226,48098,11439,0
23209,48079,11411,0
23207,48073,11414,0
23217,48076,11442,0
23233,48086,11489,0
23257,48106,11544,0
23289,48136,11602,0
23321,48168,11657,0
23347,48193,11705,0
23365,48213,11743,0
23373,48230,11773,0
23371,48243,11790,0
23361,48246,11791,0
23344,48237,11779,0
23320,48219,11755,0
23285,48191,11712,0
23239,48155,11652,0
23187,48111,11575,0
23127,48056,11479,0
23056,47989,11363,0
22977,47915,11233,0
22897,47842,11098,0
22819,47769,10959,0
22736,47693,10810,0
22646,47608,10644,0
22546,47516,10465,0
22440,47419,10278,0
22326,47317,10084,0
22208,47210,9883,0
22091,47102,9678,0
21972,46994,9471,0
21846,46884,9264,0
21716,46772,9059,0
21589,46663,8859,0
21464,46558,8659,0
21339,46452,8456,0
21216,46344,8252,0
21093,46230,8045,0
20967,46112,7832,0
20838,45993,7623,0
20710,45881,7422,0
20587,45775,7229,0
20465,45669,7037,0
20341,45558,6844,0
20218,45445,6653,0
20096,45332,6465,0
19973,45221,6280,0
19852,45116,6100,0
19742,45020,5926,0
19639,44934,5760,0
19535,44854,5596,0
19429,44773,5431,0
19319,44688,5264,0
19212,44601,5097,0
19108,44511,4933,0
19006,44418,4772,0
18909,44325,4617,0
18817,44239,4470,0
18725,44157,4327,0
18635,44079,4189,0
18549,44003,4054,0
18466,43926,3920,0
18382,43849,3784,0
18299,43775,3650,0
18217,43705,3520,0
18136,43637,3395,0
18053,43568,3272,0
17968,43498,3155,0
17884,43431,3046,0
17804,43367,2942,0
17729,43306,2843,0
17660,43246,2745,0
17596,43186,2646,0
17535,43128,2545,0
17473,43071,2445,0
17411,43016,2345,0
17351,42964,2250,0
17293,42913,2157,0
17236,42862,2066,0
17182,42814,1976,0
17132,42770,1886,0
17079,42727,1793,0
17020,42680,1698,0
16956,42628,1607,0
16888,42574,1517,0
16818,42516,1423,0
16744,42454,1321,0
16667,42390,1219,0
16590,42327,1119,0
16513,42263,1021,0
16444,42202,933,0
16398,42163,878,0
16391,42161,882,0
16442,42206,969,0
16570,42317,1171,0
16790,42510,1513,0
17114,42798,2011,0
17548,43188,2686,0
18095,43685,3555,0
18758,44290,4626,0
19521,44983,5869,0
20341,45729,7217,0
21174,46487,8590,0
21986,47222,9919,0
22745,47907,11153,0
23426,48519,12254,0
24017,49046,13206,0
24516,49487,14005,0
24927,49849,14655,0
25255,50135,15161,0
25508,50349,15539,0
25695,50501,15808,0
25823,50599,15988,0
25895,50649,16087,0
25921,50658,16119,0
25915,50640,16099,0
25884,50602,16036,0
25833,50549,15939,0
25770,50484,15818,0
25696,50408,15679,0
25609,50321,15527,0
25504,50219,15358,0
25386,50107,15172,0
25262,49996,14974,0
25133,49882,14766,0
24999,49760,14544,0
24858,49629,14308,0
24709,49492,14058,0
24550,49346,13795,0
24387,49196,13526,0
24224,49049,13255,0
24063,48905,12981,0
23902,48761,12703,0
23739,48613,12426,0
23574,48465,12152,0
23410,48319,11885,0
23249,48177,11628,0
23098,48043,11386,0
22968,47922,11169,0
22858,47817,10984,0
22760,47726,10827,0
22672,47652,10700,0
22604,47599,10605,0
22561,47567,10542,0
22540,47553,10509,0
22537,47553,10503,0
22545,47562,10517,0
22567,47583,10554,0
22606,47618,10613,0
22653,47661,10684,0
22702,47707,10758,0
22748,47752,10831,0
22789,47790,10899,0
22819,47820,10960,0
22839,47844,11011,0
22851,47863,11047,0
22857,47871,11061,0
22854,47868,11055,0
22841,47860,11036,0
22816,47847,11006,0
22782,47823,10955,0
22737,47786,10882,0
22684,47740,10792,0
22626,47687,10688,0
22556,47622,10570,0
22473,47544,10438,0
22384,47457,10294,0
22290,47367,10137,0
22190,47275,9971,0
22087,47184,9802,0
21981,47091,9628,0
21869,46994,9445,0
21753,46893,9259,0
21637,46788,9072,0
21522,46679,8881,0
21403,46564,8679,0
21280,46442,8473,0
21154,46322,8270,0
21028,46206,8072,0
20901,46095,7874,0
20773,45984,7671,0
20643,45874,7464,0
20514,45766,7257,0
20391,45660,7054,0
20276,45562,6856,0
20169,45471,6665,0
20063,45380,6476,0
19956,45285,6287,0
19849,45190,6101,0
19746,45101,5923,0
19645,45016,5751,0
19545,44929,5585,0
19447,44839,5428,0
19350,44750,5278,0
19256,44664,5130,0
19165,44581,4982,0
19077,44500,4836,0
18991,44419,4693,0
18904,44337,4553,0
18812,44253,4409,0
18717,44169,4266,0
18622,44091,4128,0
18528,44015,3991,0
18441,43941,3851,0
18360,43870,3713,0
18280,43801,3582,0
18203,43732,3458,0
18128,43664,3336,0
18055,43598,3218,0
17983,43533,3100,0
17911,43468,2981,0
17836,43400,2861,0
17759,43331,2743,0
17681,43266,2629,0
17602,43202,2517,0
17523,43136,2406,0
17446,43070,2294,0
17370,43006,2186,0
17291,42944,2080,0
17209,42877,1977,0
17123,42807,1877,0
17035,42735,1777,0
16948,42663,1671,0
16869,42593,1560,0
16799,42532,1453,0
16738,42478,1347,0
16683,42427,1241,0
16627,42379,1136,0
16569,42331,1035,0
16510,42284,940,0
16460,42240,860,0
16429,42212,812,0
16426,42215,816,0
16470,42264,894,0
16581,42375,1073,0
16773,42559,1384,0
17060,42824,1848,0
17448,43177,2479,0
17949,43630,3298,0
18566,44187,4315,0
19282,44833,5500,0
20058,45531,6787,0
20850,46243,8101,0
21622,46936,9374,0
22344,47584,10557,0
22993,48166,11614,0
23558,48669,12528,0
24040,49093,13292,0
24437,49442,13910,0
24752,49715,14395,0
24987,49919,14761,0
25157,50066,15026,0
25274,50170,15207,0
25350,50231,15314,0
25390,50256,15362,0
25401,50254,15360,0
25380,50227,15311,0
25328,50173,15218,0
25255,50098,15092,0
25167,50010,14943,0
25063,49912,14774,0
24946,49802,14585,0
24819,49680,14375,0
24681,49552,14148,0
24533,49418,13907,0
24378,49275,13656,0
24218,49127,13391,0
24054,48976,13118,0
23886,48824,12838,0
23713,48667,12555,0
23537,48506,12266,0
23358,48345,11973,0
23183,48185,11679,0
23014,48029,11390,0
22847,47879,11110,0
22690,47739,10845,0
22545,47609,10598,0
22415,47489,10371,0
22296,47384,10169,0
22186,47294,9999,0
22088,47218,9864,0
22008,47155,9763,0
21951,47107,9690,0
21916,47078,9645,0
21902,47065,9626,0
21904,47068,9632,0
21917,47084,9664,0
21938,47111,9716,0
21961,47142,9779,0
21982,47170,9846,0
22004,47198,9915,0
22026,47223,9979,0
22045,47242,10026,0
22063,47260,10058,0
22084,47279,10079,0
22101,47294,10094,0
22106,47301,10095,0
22098,47296,10073,0
22081,47279,10033,0
22056,47256,9981,0
22025,47228,9923,0
21986,47192,9861,0
21942,47149,9792,0
21889,47099,9708,0
21827,47039,9610,0
21756,46973,9499,0
21679,46904,9379,0
21597,46831,9249,0
21509,46756,9113,0
21416,46678,8972,0
21318,46594,8820,0
21214,46503,8656,0
21102,46404,8481,0
20984,46301,8296,0
20866,46197,8105,0
20746,46092,7907,0
20619,45980,7698,0
20488,45865,7484,0
20358,45750,7271,0
20227,45636,7058,0
20091,45521,6844,0
19955,45403,6633,0
19823,45288,6427,0
19696,45178,6219,0
19572,45071,6012,0
19451,44966,5810,0
19342,44865,5611,0
19242,44769,5418,0
19144,44675,5233,0
19042,44583,5057,0
18941,44494,4890,0
18841,44409,4728,0
18739,44325,4571,0
18633,44239,4418,0
18525,44153,4267,0
18418,44067,4114,0
18314,43983,3964,0
18215,43906,3821,0
18126,43834,3685,0
18044,43763,3551,0
17960,43689,3420,0
17875,43613,3291,0
17789,43536,3165,0
17704,43459,3037,0
17624,43384,2909,0
17550,43314,2788,0
17479,43248,2674,0
17413,43186,2563,0
17348,43130,2455,0
17286,43081,2356,0
17222,43033,2260,0
17155,42977,2162,0
17087,42917,2060,0
17017,42854,1958,0
16947,42787,1854,0
16874,42713,1745,0
16802,42638,1634,0
16735,42567,1521,0
16668,42500,1407,0
16599,42438,1291,0
16531,42380,1182,0
16468,42333,1093,0
16421,42302,1037,0
16406,42300,1033,0
16444,42345,1108,0
16552,42453,1291,0
16745,42636,1604,0
17032,42904,2067,0
17420,43266,2700,0
17916,43727,3517,0
18519,44280,4511,0
19202,44900,5648,0
19931,45556,6869,0
20668,46216,8101,0
21377,46847,9282,0
22034,47432,10371,0
22624,47961,11348,0
23141,48424,12198,0
23583,48813,12910,0
23950,49126,13483,0
24244,49376,13931,0
24468,49571,14270,0
24628,49713,14513,0
24740,49804,14672,0
24815,49857,14764,0
24851,49877,14799,0
24854,49871,14784,0
24834,49844,14733,0
24796,49802,14655,0
24743,49750,14561,0
24680,49686,14450,0
24606,49610,14322,0
24524,49526,14175,0
24431,49436,14012,0
24328,49341,13838,0
24217,49241,13653,0
24100,49132,13453,0
23971,49013,13233,0
23832,48882,12995,0
23683,48742,12742,0
23525,48594,12475,0
23359,48437,12198,0
23188,48274,11910,0
23017,48112,11618,0
22850,47959,11330,0
22683,47810,11048,0
22516,47663,10773,0
22357,47520,10511,0
22209,47389,10266,0
22075,47267,10047,0
21957,47158,9855,0
21857,47069,9697,0
21782,47002,9579,0
21727,46954,9493,0
21685,46918,9434,0
21651,46892,9402,0
21624,46877,9393,0
21609,46875,9406,0
21606,46885,9436,0
21614,46908,9478,0
21633,46937,9523,0
21658,46967,9563,0
21683,46994,9602,0
21706,47015,9636,0
21724,47026,9659,0
21734,47027,9668,0
21733,47017,9662,0
21718,46998,9639,0
21692,46970,9598,0
21657,46934,9537,0
21614,46892,9463,0
21565,46846,9380,0
21511,46799,9288,0
21445,46747,9188,0
21369,46687,9083,0
21287,46623,8976,0
21201,46554,8861,0
21106,46479,8732,0
21006,46400,8590,0
20903,46321,8435,0
20799,46239,8264,0
20691,46150,8078,0
20583,46054,7885,0
20477,45955,7691,0
20368,45854,7497,0
20257,45748,7301,0
20142,45638,7098,0
20022,45524,6888,0
19898,45407,6675,0
19772,45291,6461,0
19648,45179,6251,0
19525,45069,6047,0
19402,44958,5842,0
19280,44848,5637,0
19160,44741,5438,0
19041,44634,5243,0
18921,44528,5048,0
18804,44423,4849,0
18691,44321,4650,0
18580,44219,4454,0
18470,44121,4270,0
18360,44028,4099,0
18248,43936,3939,0
18139,43844,3782,0
18036,43753,3623,0
17936,43664,3463,0
17839,43580,3308,0
17742,43500,3156,0
17642,43419,3006,0
17540,43338,2863,0
17438,43260,2728,0
17340,43182,2597,0
17247,43103,2464,0
17160,43026,2335,0
17080,42955,2214,0
17000,42885,2095,0
16918,42813,1971,0
16841,42743,1847,0
16771,42675,1727,0
16704,42612,1612,0
16636,42555,1499,0
16569,42505,1392,0
16505,42458,1289,0
16440,42409,1185,0
16371,42354,1082,0
16298,42295,982,0
16221,42235,886,0
16144,42176,790,0
16067,42117,699,0
15994,42059,610,0
15929,42005,531,0
15874,41955,463,0
15839,41915,414,0
15844,41906,410,0
15900,41950,481,0
16024,42060,652,0
16231,42248,954,0
16538,42526,1418,0
16951,42904,2066,0
17476,43384,2912,0
18117,43962,3957,0
18853,44622,5163,0
19643,45330,6461,0
20444,46048,7772,0
21222,46741,9035,0
21946,47386,10208,0
22594,47964,11261,0
23157,48463,12176,0
23633,48881,12943,0
24024,49218,13562,0
24333,49481,14044,0
24571,49679,14405,0
24752,49825,14664,0
24886,49927,14839,0
24968,49987,14944,0
25003,50008,14990,0
25004,49999,14987,0
24981,49969,14947,0
24941,49924,14878,0
24887,49868,14787,0
24818,49802,14676,0
24742,49730,14551,0
24659,49654,14419,0
24566,49571,14273,0
24463,49481,14112,0
24357,49385,13943,0
24248,49282,13766,0
24134,49175,13577,0
24016,49068,13384,0
23895,48961,13190,0
23771,48850,12988,0
23643,48732,12769,0
23512,48610,12537,0
23374,48484,12297,0
23228,48353,12051,0
23078,48218,11801,0
22929,48078,11551,0
22778,47938,11306,0
22624,47804,11073,0
22478,47676,10850,0
22347,47557,10641,0
22232,47453,10454,0
22133,47365,10294,0
22052,47293,10162,0
21991,47237,10059,0
21951,47199,9989,0
21931,47182,9955,0
21926,47181,9953,0
21936,47189,9973,0
21953,47204,10002,0
21969,47220,10030,0
21985,47237,10054,0
22004,47258,10084,0
22020,47280,10117,0
22029,47299,10142,0
22035,47316,10157,0
22041,47332,10171,0
22046,47341,10183,0
22042,47340,10182,0
22031,47330,10162,0
22018,47314,10128,0
21996,47291,10081,0
21958,47255,10014,0
21907,47211,9929,0
21849,47161,9832,0
21784,47102,9726,0
21708,47031,9615,0
21625,46955,9495,0
21542,46880,9367,0
21456,46803,9232,0
21365,46722,9087,0
21273,46640,8925,0
21180,46553,8748,0
21080,46458,8562,0
20975,46358,8375,0
20867,46259,8190,0
20758,46162,8008,0
20644,46065,7824,0
20524,45964,7634,0
20404,45859,7438,0
20288,45754,7241,0
20168,45651,7042,0
20049,45548,6841,0
19937,45450,6640,0
19829,45356,6442,0
19719,45260,6245,0
19606,45161,6052,0
19495,45062,5866,0
19385,44965,5684,0
19279,44869,5505,0
19175,44775,5332,0
19069,44682,5167,0
18959,44590,5008,0
18848,44495,4851,0
18736,44399,4691,0
18625,44306,4533,0
18514,44214,4376,0
18402,44123,4218,0
18294,44033,4061,0
18198,43949,3910,0
18111,43869,3766,0
18027,43792,3629,0
17938,43717,3494,0
17846,43639,3357,0
17755,43562,3216,0
17668,43487,3076,0
17587,43414,2939,0
17510,43344,2808,0
17433,43275,2679,0
17354,43205,2550,0
17277,43138,2424,0
17202,43074,2303,0
17129,43012,2187,0
17057,42952,2074,0
16988,42892,1966,0
16919,42831,1861,0
16850,42767,1755,0
16779,42702,1650,0
16707,42639,1552,0
16639,42578,1457,0
16573,42519,1361,0
16507,42459,1264,0
16441,42398,1164,0
16372,42338,1061,0
16300,42279,962,0
16231,42224,870,0
16174,42180,793,0
16143,42153,743,0
16148,42157,745,0
16201,42208,827,0
16319,42323,1019,0
16524,42517,1350,0
16835,42804,1852,0
17267,43197,2547,0
17826,43703,3451,0
18493,44304,4547,0
19230,44963,5773,0
19998,45645,7055,0
20757,46321,8325,0
21478,46966,9530,0
22142,47561,10632,0
22738,48090,11607,0
23259,48549,12446,0
23700,48935,13147,0
24059,49247,13711,0
24347,49492,14148,0
24575,49681,14474,0
24749,49819,14707,0
24873,49911,14864,0
24958,49964,14963,0
25008,49990,15013,0
25025,49996,15021,0
25011,49984,14989,0
24977,49955,14920,0
24932,49911,14826,0
24875,49851,14717,0
24803,49777,14592,0
24718,49695,14450,0
24622,49609,14295,0
24524,49521,14133,0
24425,49431,13967,0
24322,49337,13796,0
24210,49235,13614,0
24085,49121,13416,0
23949,49000,13203,0
23806,48874,12979,0
23661,48744,12753,0
23511,48610,12523,0
23357,48473,12284,0
23205,48339,12040,0
23059,48208,11796,0
22914,48078,11557,0
22772,47951,11323,0
22634,47829,11099,0
22504,47717,10890,0
22383,47617,10702,0
22275,47529,10536,0
22184,47454,10397,0
22108,47391,10281,0
22042,47335,10184,0
21987,47293,10109,0
21952,47269,10063,0
21939,47258,10045,0
21941,47255,10049,0
21954,47262,10068,0
21977,47279,10100,0
22004,47302,10140,0
22029,47326,10177,0
22051,47351,10208,0
22073,47378,10235,0
22093,47400,10257,0
22102,47412,10271,0
22096,47415,10276,0
22078,47410,10272,0
22051,47396,10252,0
22018,47373,10213,0
21983,47340,10154,0
21944,47298,10078,0
21894,47245,9988,0
21830,47184,9888,0
21758,47121,9781,0
21681,47053,9666,0
21598,46979,9538,0
21508,46900,9402,0
21415,46823,9262,0
21321,46743,9115,0
21222,46653,8953,0
21116,46555,8779,0
21009,46456,8600,0
20905,46359,8420,0
20798,46259,8234,0
20682,46152,8039,0
20561,46040,7840,0
20440,45928,7641,0
20318,45817,7440,0
20196,45706,7237,0
20077,45596,7036,0
19959,45490,6839,0
19839,45387,6643,0
19718,45286,6448,0
19596,45189,6257,0
19477,45093,6069,0
19362,44995,5883,0
19247,44893,5701,0
19129,44790,5519,0
19008,44687,5334,0
18888,44584,5149,0
18770,44482,4968,0
18657,44381,4789,0
18547,44283,4612,0
18439,44189,4436,0
18335,44102,4268,0
18235,44019,4108,0
18134,43935,3950,0
18030,43848,3795,0
17927,43761,3643,0
17828,43673,3494,0
17733,43586,3347,0
17643,43503,3202,0
17557,43426,3064,0
17480,43359,2936,0
17408,43298,2821,0
17334,43239,2717,0
17261,43180,2620,0
17196,43124,2527,0
17138,43070,2435,0
17083,43018,2340,0
17030,42967,2240,0
16978,42917,2136,0
16924,42868,2031,0
16870,42821,1928,0
16816,42776,1833,0
16755,42729,1743,0
16687,42678,1654,0
16620,42627,1562,0
16554,42574,1464,0
16487,42520,1361,0
16426,42468,1257,0
16375,42424,1166,0
16336,42394,1097,0
16318,42382,1065,0
16338,42402,1091,0
16414,42476,1206,0
16558,42617,1435,0
16784,42833,1804,0
17113,43137,2338,0
17560,43545,3065,0
18128,44059,3998,0
18799,44660,5102,0
19534,45315,6317,0
20293,45991,7574,0
21040,46656,8811,0
21746,47283,9977,0
22389,47853,11038,0
22958,48355,11969,0
23451,48782,12757,0
23869,49140,13403,0
24211,49426,13915,0
24480,49645,14303,0
24680,49808,14585,0
24819,49922,14782,0
24911,49993,14909,0
24964,50031,14974,0
24986,50040,14989,0
24980,50023,14964,0
24949,49987,14908,0
24901,49941,14829,0
24840,49890,14732,0
24771,49830,14621,0
24693,49759,14492,0
24607,49680,14349,0
24517,49597,14199,0
24428,49510,14043,0
24334,49416,13878,0
24233,49317,13704,0
24121,49214,13517,0
23997,49101,13315,1
23862,48978,13099,1
23722,48853,12877,1
23576,48731,12650,1
23425,48606,12413,1
23273,48475,12169,1
23124,48341,11920,1
22973,48203,11668,1
22821,48065,11419,1
22675,47933,11182,1
22544,47814,10965,1
22429,47706,10772,1
22330,47611,10607,1
22249,47536,10473,1
22185,47482,10371,1
22134,47448,10299,1
22099,47428,10250,1
22079,47417,10223,1
22070,47417,10214,1
22064,47424,10219,1
22064,47436,10235,1
22074,47452,10259,1
22091,47466,10294,1
22110,47477,10333,1
22126,47483,10366,1
22137,47486,10389,1
22149,47490,10405,1
22151,47488,10412,1
22137,47477,10401,1
22113,47458,10368,1
22080,47432,10318,1
22037,47394,10252,1
21985,47350,10172,1
21929,47305,10082,1
21868,47260,9981,1
21797,47209,9868,1
21712,47145,9743,1
21619,47070,9608,1
21522,46987,9465,1
21418,46898,9311,1
21306,46806,9150,1
21193,46709,8981,1
21076,46607,8799,1
20954,46498,8605,1
20831,46387,8407,1
20707,46275,8210,1
20579,46162,8007,1
20444,46044,7796,1
20305,45923,7578,1
20165,45803,7357,1
20030,45686,7130,1
19896,45567,6900,1
19760,45446,6670,1
19623,45323,6445,1
19484,45197,6222,1
19346,45070,5999,1
19207,44944,5777,1
19064,44816,5555,1
18917,44688,5333,1
18771,44562,5109,1
18626,44441,4886,1
18485,44326,4670,1
18347,44212,4461,1
18212,44099,4256,1
18083,43989,4054,1
17963,43882,3860,1
17842,43777,3670,1
17716,43670,3479,1
17592,43562,3294,1
17474,43459,3118,1
17362,43363,2949,1
17253,43271,2787,1
17145,43181,2629,1
17041,43095,2476,1
16940,43010,2328,1
16838,42927,2185,1
16740,42847,2050,1
16643,42766,1919,1
16544,42681,1787,1
16446,42594,1657,1
16349,42511,1530,1
16255,42431,1400,1
16164,42350,1266,1
16076,42268,1131,1
15997,42190,1000,1
15924,42118,874,1
15852,42049,750,1
15776,41984,629,1
15697,41919,1827,1
15613,41854,6394,1
15528,41788,14063,1
15448,41724,23097,1
15373,41662,32270,1
15299,41600,40783,1
15223,41538,48181,1
15145,41476,54264,1
15072,41414,59012,1
15004,41357,62517,1
14949,41313,64948,1
14923,41296,65201,1
14944,41324,61447,1
15024,41406,54156,1
15180,41556,45244,1
15423,41782,36091,1
15762,42093,27617,1
16203,42493,20375,1
16749,42984,14633,1
17392,43563,10445,1
18116,44216,7704,1
18885,44909,6199,1
19658,45605,5663,1
20397,46270,5834,1
21077,46880,6479,1
21679,47417,7401,1
22197,47876,8446,1
22632,48256,9503,1
22984,48561,10492,1
23256,48793,11359,1
23455,48957,12074,1
23592,49067,12639,1
23680,49137,13064,1
23725,49173,13357,1
23734,49178,13530,1
23710,49151,13600,1
23661,49095,13588,1
23587,49016,13509,1
23491,48920,13373,1
23378,48814,13196,1
23254,48699,12991,1
23123,48575,12762,1
22983,48442,12512,1
22838,48304,12248,1
22687,48162,11975,1
22524,48017,11689,1
22353,47864,11391,1
22177,47706,11088,1
21997,47544,10781,1
21814,47381,10470,1
21631,47217,10162,1
21451,47053,9859,1
21274,46892,9564,1
21103,46739,9283,1
20941,46596,9020,1
20789,46467,8780,1
20646,46348,8562,1
20515,46238,8362,1
20399,46140,8185,1
20302,46057,8035,1
20225,45990,7913,1
20166,45939,7822,1
20126,45906,7762,1
20102,45888,7728,1
20090,45882,7714,1
20094,45890,7721,1
20113,45911,7752,1
20142,45942,7806,1
20179,45978,7873,1
20217,46014,7946,1
20251,46050,8022,1
20281,46081,8088,1
20306,46106,8142,1
20326,46126,8183,1
20341,46139,8207,1
20345,46140,8206,1
20332,46127,8183,1
20304,46103,8145,1
20268,46071,8094,1
20220,46030,8023,1
20159,45978,7934,1
20091,45919,7827,1
20018,45852,7707,1
19936,45777,7575,1
19845,45694,7430,1
19749,45605,7274,1
19652,45515,7110,1
19554,45427,6940,1
19455,45338,6764,1
19352,45244,6580,1
19243,45142,6388,1
19124,45030,6188,1
18995,44912,5981,1
18865,44794,5773,1
18734,44676,5564,1
18600,44558,5352,1
18466,44442,5139,1
18339,44333,4930,1
18220,44232,4725,1
18103,44134,4522,1
17980,44036,4318,1
17856,43936,4119,1
17735,43837,3926,1
17616,43740,3739,1
17503,43643,3557,1
17395,43550,3384,1
17292,43460,3216,1
17189,43366,3047,1
17087,43272,2879,1
16991,43183,2720,1
16900,43097,2570,1
16808,43017,2429,1
16714,42940,2293,1
16622,42870,2163,1
16534,42804,2040,1
16446,42738,1921,1
16358,42670,1804,1
16275,42603,1690,1
16196,42535,1579,1
16117,42465,1467,1
16038,42398,1356,1
15962,42335,1247,1
15885,42270,1135,1
15806,42206,1018,1
15734,42146,904,1
15667,42088,797,1
15606,42032,696,1
15548,41979,599,1
15489,41926,503,1
15432,41876,1722,1
15375,41829,6311,1
15315,41778,14003,1
15250,41724,23058,1
15181,41666,32251,1
15104,41605,40781,1
15023,41544,48191,1
14946,41483,54279,1
14879,41427,59032,1
14826,41382,62553,1
14793,41353,65010,1
14795,41354,65290,1
14845,41396,61558,1
14951,41487,54287,1
15125,41638,45397,1
15383,41863,36263,1
15731,42172,27803,1
16173,42568,20565,1
16719,43060,14820,1
17362,43641,10622,1
18078,44286,7857,1
18827,44960,6308,1
19573,45628,5717,1
20280,46260,5825,1
20925,46834,6401,1
21498,47340,7261,1
21996,47777,8262,1
22417,48144,9291,1
22763,48442,10261,1
23039,48676,11118,1
23251,48852,11838,1
23407,48975,12417,1
23512,49056,12860,1
23577,49099,13175,1
23611,49110,13375,1
23617,49099,13480,1
23597,49075,13509,1
23553,49034,13477,1
23500,48980,13398,1
23438,48918,13288,1
23362,48850,13155,1
23271,48774,12997,1
23172,48687,12819,1
23067,48591,12632,1
22956,48487,12436,1
22839,48375,12229,1
22719,48263,12011,1
22596,48151,11784,1
22470,48031,11553,1
22341,47904,11323,1
22208,47780,11093,1
22071,47658,10860,1
21931,47537,10629,1
21794,47419,10401,1
21665,47309,10181,1
21546,47206,9973,1
21437,47110,9782,1
21335,47019,9608,1
21244,46937,9455,1
21164,46864,9329,1
21095,46802,9229,1
21043,46755,9162,1
21010,46727,9125,1
20990,46718,9116,1
20984,46724,9131,1
20987,46739,9160,1
21002,46759,9201,1
21023,46784,9248,1
21046,46810,9297,1
21070,46834,9346,1
21095,46856,9393,1
21117,46876,9433,1
21135,46892,9464,1
21146,46905,9487,1
21153,46914,9501,1
21153,46915,9497,1
21141,46903,9474,1
21121,46882,9437,1
21093,46854,9386,1
21055,46816,9321,1
21008,46769,9238,1
20954,46717,9140,1
20892,46658,9033,1
20820,46593,8914,1
