green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch0
57596,26507,35455,0,0
57867,26701,35793,0,0
58103,26871,36095,0,0
58303,27015,36358,0,0
58472,27136,36581,0,0
58617,27237,36769,0,0
58733,27319,36925,0,0
58818,27378,37043,0,0
58880,27420,37129,0,0
58927,27455,37188,0,0
58959,27480,37224,0,0
58973,27495,37241,0,0
58974,27500,37246,0,0
58970,27499,37246,0,0
58957,27489,37239,0,0
58932,27469,37222,0,0
58898,27442,37197,0,0
58861,27415,37168,0,0
58821,27389,37137,0,0
58777,27364,37108,0,0
58731,27337,37081,0,0
58682,27309,37056,0,0
58634,27273,37027,0,0
58588,27232,36994,0,0
58544,27195,36959,0,0
58505,27167,36926,0,0
58466,27139,36892,0,0
58421,27108,36852,0,0
58370,27076,36810,0,0
58312,27041,36758,0,0
58243,26998,36693,0,0
58164,26946,36614,0,0
58077,26887,36523,0,0
57990,26823,36422,0,0
57896,26750,36311,0,0
57798,26676,36198,0,0
57705,26608,36093,0,0
57619,26539,35989,0,0
57536,26468,35887,0,0
57457,26405,35796,0,0
57387,26354,35718,0,0
57323,26311,35647,0,0
57264,26270,35580,0,0
57212,26232,35519,0,0
57174,26202,35468,0,0
57148,26182,35428,0,0
57130,26170,35396,0,0
57125,26169,35378,0,0
57136,26182,35384,0,0
57158,26204,35409,0,0
57183,26229,35443,0,0
57209,26256,35480,0,0
57234,26279,35517,0,0
57252,26292,35544,0,0
57261,26299,35565,0,0
57264,26306,35586,0,0
57264,26312,35602,0,0
57260,26311,35606,0,0
57243,26301,35598,0,0
57213,26285,35586,0,0
57173,26262,35567,0,0
57121,26229,35538,0,0
57060,26189,35500,0,0
57000,26150,35453,0,0
56945,26118,35395,0,0
56899,26088,35330,0,0
56860,26059,35264,0,0
56833,26036,35199,0,0
56815,26018,35138,0,0
56802,26000,35077,0,0
56790,25978,35015,0,0
56779,25957,34954,0,0
56761,25933,34894,0,0
56730,25898,34826,0,0
56687,25856,34750,0,0
56635,25811,34671,0,0
56573,25759,34585,0,0
56495,25696,34489,0,0
56407,25627,34389,0,0
56317,25557,34292,0,0
56225,25485,34194,0,0
56127,25408,34089,0,0
56027,25326,33981,0,0
55929,25245,33875,0,0
55832,25167,33768,0,0
55737,25092,33659,0,0
55648,25024,33555,0,0
55567,24967,33461,0,0
55494,24918,33375,0,0
55428,24874,33297,0,0
55370,24834,33228,0,0
55320,24797,33160,0,0
55275,24758,33090,0,0
55234,24718,33020,0,0
55201,24679,32954,0,0
55170,24645,32896,0,0
55131,24613,32839,0,0
55081,24574,32775,0,0
55026,24536,32712,0,0
54968,24500,32654,0,0
54902,24459,32595,0,0
54828,24409,32531,0,0
54752,24355,32464,0,0
54678,24299,32392,0,0
54605,24240,32316,0,0
54537,24184,32240,0,0
54482,24141,32168,0,0
54442,24113,32103,0,0
54411,24089,32040,0,0
54385,24066,31982,0,0
54363,24044,31931,0,0
54337,24024,31883,0,0
54300,23996,31831,0,0
54250,23960,31777,0,0
54192,23918,31723,0,0
54128,23869,31660,0,0
54052,23807,31582,0,0
53962,23735,31493,0,0
53869,23662,31397,0,0
53780,23594,31298,0,0
53695,23529,31201,0,0
53615,23467,31111,0,0
53538,23406,31029,0,0
53461,23345,30949,0,0
53382,23284,30862,0,0
53305,23225,30773,0,0
53237,23171,30689,0,0
53173,23119,30608,0,0
53109,23064,30529,0,0
53049,23012,30457,0,0
52997,22967,30397,0,0
52951,22929,30345,0,0
52912,22895,30299,0,0
52886,22869,30264,0,0
52880,22859,30252,0,0
52900,22873,30269,0,0
52947,22909,30321,0,0
53031,22972,30418,0,0
53159,23066,30564,0,0
53330,23192,30758,0,0
53543,23349,30997,0,0
53800,23542,31281,0,0
54097,23766,31608,0,0
54421,24009,31968,0,0
54771,24267,32356,0,0
55146,24544,32769,0,0
55545,24837,33202,0,0
55962,25137,33648,0,0
56387,25440,34095,0,0
56817,25748,34537,0,0
57245,26051,34968,0,0
57654,26333,35376,0,0
58034,26586,35756,0,0
58386,26818,36109,0,0
58705,27026,36425,0,0
58979,27203,36697,0,0
59201,27348,36923,0,0
59373,27464,37109,0,0
59500,27550,37255,0,0
59586,27605,37360,0,0
59638,27635,37428,0,0
59660,27641,37464,0,0
59653,27629,37475,0,0
59622,27603,37464,0,0
59578,27572,37440,0,0
59534,27543,37415,0,0
59490,27519,37386,0,0
59443,27494,37347,0,0
59400,27470,37307,0,0
59370,27453,37275,0,0
59348,27437,37248,0,0
59329,27423,37222,0,0
59315,27414,37198,0,0
59300,27405,37177,0,0
59278,27389,37155,0,0
59248,27362,37124,0,0
59209,27325,37085,0,0
59157,27277,37039,0,0
59085,27216,36978,0,0
58996,27142,36903,0,0
58894,27061,36817,0,0
58779,26976,36723,0,0
58648,26885,36613,0,0
58502,26782,36487,0,0
58350,26677,36353,0,0
58200,26572,36213,0,0
58052,26463,36066,0,0
57904,26351,35914,0,0
57762,26245,35767,0,0
57634,26150,35629,0,0
57521,26067,35506,0,0
57429,25997,35400,0,0
57359,25947,35318,0,0
57312,25915,35255,0,0
57277,25893,35202,0,0
57255,25877,35162,0,0
57252,25875,35142,0,0
57265,25886,35144,0,0
57286,25905,35158,0,0
57312,25932,35181,0,0
57342,25962,35209,0,0
57375,25988,35239,0,0
57412,26012,35267,0,0
57460,26041,35298,0,0
57524,26084,35342,0,0
57599,26134,35392,0,0
57673,26182,35441,0,0
57739,26225,35488,0,0
57796,26266,35532,0,0
57838,26298,35567,0,0
57866,26318,35590,0,0
57878,26324,35603,0,0
57874,26316,35605,0,0
57847,26290,35590,0,0
57796,26248,35556,0,0
57727,26199,35507,0,0
57642,26142,35440,0,0
57539,26073,35353,0,0
57414,25993,35247,0,0
57274,25901,35127,0,0
57124,25799,34997,0,0
56968,25692,34860,0,0
56811,25580,34718,0,0
56653,25469,34578,0,0
56499,25365,34443,0,0
56349,25268,34310,0,0
56200,25171,34175,0,0
56060,25079,34042,0,0
55931,24992,33915,0,0
55808,24906,33790,0,0
55686,24815,33662,0,0
55561,24721,33533,0,0
55435,24626,33408,0,0
55311,24533,33286,0,0
55187,24443,33167,0,0
55062,24350,33048,0,0
54929,24248,32920,0,0
54784,24134,32781,0,0
54628,24013,32639,0,0
54465,23890,32499,0,0
54295,23769,32361,0,0
54127,23652,32222,0,0
53964,23541,32083,0,0
53808,23437,31949,0,0
53659,23338,31822,0,0
53517,23240,31695,0,0
53387,23149,31572,0,0
53272,23074,31458,0,0
53170,23009,31350,0,0
53079,22948,31246,0,0
52996,22891,31150,0,0
52924,22836,31061,0,0
52858,22784,30976,0,0
52793,22735,30895,0,0
52728,22687,30816,0,0
52661,22639,30738,0,0
52596,22590,30660,0,0
52532,22537,30579,0,0
52471,22486,30500,0,0
52423,22446,30429,0,0
52386,22416,30363,0,0
52362,22391,30299,0,0
52351,22370,30244,0,0
52351,22354,30199,0,0
52355,22337,30158,0,0
52354,22319,30115,0,0
52351,22301,30075,0,0
52344,22283,30032,0,0
52325,22259,29980,0,0
52292,22232,29924,0,0
52257,22203,29871,0,0
52227,22174,29818,0,0
52199,22141,29760,0,0
52172,22106,29699,0,0
52144,22073,29646,0,0
52112,22040,29594,0,0
52064,21999,29531,0,0
52002,21948,29454,0,0
51930,21892,29368,0,0
51849,21830,29274,0,0
51757,21759,29175,0,0
51660,21680,29076,0,0
51562,21602,28980,0,0
51461,21524,28886,0,0
51362,21449,28794,0,0
51277,21387,28711,0,0
51217,21345,28646,0,0
51184,21322,28603,0,0
51177,21317,28586,0,0
51205,21341,28599,0,0
51281,21397,28652,0,0
51405,21483,28751,0,0
51579,21603,28899,0,0
51807,21765,29104,0,0
52094,21970,29368,0,0
52438,22210,29684,0,0
52833,22481,30046,0,0
53276,22783,30457,0,0
53762,23120,30920,0,0
54277,23483,31425,0,0
54802,23857,31956,0,0
55329,24232,32498,0,0
55852,24601,33040,0,0
56358,24952,33568,0,0
56831,25279,34075,0,0
57275,25585,34559,0,0
57687,25872,35012,0,0
58062,26133,35423,0,0
58399,26369,35794,0,0
58700,26581,36126,0,0
58967,26774,36419,0,0
59199,26944,36669,0,0
59397,27088,36879,0,0
59561,27210,37062,0,0
59688,27310,37216,0,0
59778,27383,37335,0,0
59836,27433,37421,0,0
59870,27466,37478,0,0
59884,27480,37506,0,0
59881,27476,37510,0,0
59873,27466,37505,0,0
59870,27458,37500,0,0
59874,27455,37497,0,0
59883,27457,37495,0,0
59897,27464,37495,0,0
59919,27477,37501,0,0
59946,27494,37511,0,0
59971,27510,37516,0,0
59994,27523,37519,0,0
60019,27537,37526,0,0
60045,27554,37539,0,0
60072,27572,37555,0,0
60103,27595,37576,0,0
60135,27622,37597,0,0
60152,27641,37608,0,0
60148,27646,37601,0,0
60123,27634,37577,0,0
60079,27601,37534,0,0
60010,27542,37466,0,0
59912,27461,37376,0,0
59795,27371,37275,0,0
59669,27275,37164,0,0
59530,27169,37039,0,0
59384,27057,36903,0,0
59242,26949,36768,0,0
59104,26851,36641,0,0
58972,26760,36520,0,0
58855,26679,36407,0,0
58758,26608,36306,0,0
58678,26547,36216,0,0
58613,26495,36134,0,0
58563,26456,36061,0,0
58536,26433,36008,0,0
58534,26426,35980,0,0
58549,26433,35975,0,0
58574,26452,35992,0,0
58603,26481,36025,0,0
58631,26509,36065,0,0
58649,26527,36099,0,0
58658,26531,36122,0,0
58661,26530,36136,0,0
58657,26526,36143,0,0
58640,26511,36137,0,0
58607,26483,36118,0,0
58562,26444,36091,0,0
58508,26404,36059,0,0
58446,26364,36023,0,0
58379,26325,35979,0,0
58310,26284,35927,0,0
58241,26240,35866,0,0
58170,26195,35804,0,0
58097,26155,35743,0,0
58023,26117,35679,0,0
57941,26070,35597,0,0
57852,26008,35498,0,0
57758,25940,35391,0,0
57660,25871,35281,0,0
57556,25796,35166,0,0
57445,25713,35047,0,0
57334,25628,34931,0,0
57225,25548,34822,0,0
57114,25471,34714,0,0
56996,25390,34601,0,0
56877,25305,34483,0,0
56758,25215,34362,0,0
56635,25123,34238,0,0
56507,25029,34112,0,0
56381,24941,33990,0,0
56260,24860,33871,0,0
56135,24778,33750,0,0
56007,24693,33628,0,0
55882,24609,33503,0,0
55763,24527,33379,0,0
55643,24440,33254,0,0
55518,24347,33126,0,0
55396,24255,33004,0,0
55281,24171,32891,0,0
55168,24090,32777,0,0
55056,24008,32662,0,0
54956,23933,32552,0,0
54865,23866,32451,0,0
54772,23800,32352,0,0
54679,23738,32252,0,0
54595,23680,32157,0,0
54513,23623,32064,0,0
54424,23559,31970,0,0
54327,23490,31872,0,0
54229,23418,31772,0,0
54132,23349,31676,0,0
54035,23281,31585,0,0
53940,23217,31500,0,0
53846,23156,31423,0,0
53749,23094,31346,0,0
53651,23029,31267,0,0
53555,22964,31190,0,0
53468,22900,31112,0,0
53381,22835,31028,0,0
53288,22766,30940,0,0
53195,22699,30853,0,0
53105,22635,30766,0,0
53012,22570,30674,0,0
52912,22500,30575,0,0
52815,22431,30474,0,0
52725,22365,30376,0,0
52633,22296,30276,0,0
52535,22225,30175,0,0
52444,22159,30080,0,0
52364,22100,29994,0,0
52289,22049,29919,0,0
52212,22003,29849,0,0
52140,21961,29782,0,0
52077,21924,29712,0,0
52024,21890,29641,0,0
51972,21855,29572,0,0
51917,21820,29504,0,0
51859,21782,29436,0,0
51794,21739,29365,0,0
51721,21690,29286,0,0
51642,21633,29199,0,0
51560,21570,29104,0,0
51478,21503,29005,0,0
51397,21435,28906,0,0
51320,21371,28810,0,0
51241,21307,28714,0,0
51156,21242,28610,0,0
51071,21177,28503,0,0
50999,21120,28405,0,0
50951,21076,28321,0,0
50924,21048,28254,0,0
50919,21038,28205,0,0
50942,21056,28185,0,0
51003,21107,28206,0,0
51105,21187,28273,0,0
51247,21293,28388,0,0
51431,21430,28557,0,0
51658,21599,28783,0,0
51928,21800,29065,0,0
52241,22031,29398,0,0
52592,22290,29776,0,0
52975,22571,30191,0,0
53382,22868,30634,0,0
53809,23179,31100,0,0
54254,23502,31587,0,0
54709,23832,32087,0,0
55165,24165,32598,0,0
55624,24502,33113,0,0
56081,24837,33623,0,0
56523,25159,34114,0,0
56943,25466,34577,0,0
57334,25752,35004,0,0
57690,26011,35390,0,0
58012,26237,35729,0,0
58300,26432,36021,0,0
58554,26601,36274,0,0
58772,26750,36493,0,0
58953,26873,36674,0,0
59095,26970,36819,0,0
59206,27048,36936,0,0
59288,27109,37031,0,0
59336,27145,37096,0,0
59354,27158,37129,0,0
59356,27158,37142,0,0
59347,27151,37143,0,0
59329,27138,37138,0,0
59308,27125,37131,0,0
59294,27120,37127,0,0
59288,27123,37126,0,0
59286,27125,37127,0,0
59283,27125,37128,0,0
59281,27127,37129,0,0
59281,27129,37130,0,0
59282,27129,37131,0,0
59285,27126,37132,0,0
59293,27127,37134,0,0
59303,27133,37133,0,0
59310,27134,37123,0,0
59308,27127,37108,0,0
59297,27116,37088,0,0
59270,27092,37055,0,0
59224,27051,37006,0,0
59164,27000,36947,0,0
59093,26945,36876,0,0
59008,26884,36790,0,0
58915,26814,36687,0,0
58819,26739,36574,0,0
58727,26668,36462,0,0
58637,26601,36355,0,0
58551,26536,36254,0,0
58474,26477,36161,0,0
58408,26424,36074,0,0
58346,26375,35993,0,0
58290,26336,35930,0,0
58251,26316,35893,0,0
58237,26316,35878,0,0
58247,26326,35875,0,0
58277,26339,35879,0,0
58321,26363,35898,0,0
58372,26398,35927,0,0
58425,26432,35953,0,0
58484,26466,35978,0,0
58551,26504,36015,0,0
58618,26545,36062,0,0
58673,26584,36109,0,0
58719,26620,36156,0,0
58759,26656,36203,0,0
58788,26681,36237,0,0
58800,26685,36251,0,0
58796,26675,36249,0,0
58787,26662,36238,0,0
58776,26650,36222,0,0
58765,26640,36201,0,0
58753,26628,36174,0,0
58739,26614,36140,0,0
58722,26595,36098,0,0
58694,26568,36048,0,0
58657,26536,35990,0,0
58610,26502,35923,0,0
58548,26456,35847,0,0
58466,26393,35759,0,0
58370,26321,35662,0,0
58268,26251,35563,0,0
58160,26179,35459,0,0
58039,26098,35350,0,0
57908,26010,35236,0,0
57770,25917,35118,0,0
57622,25820,34993,0,0
57469,25720,34860,0,0
57323,25621,34725,0,0
57189,25532,34598,0,0
57061,25445,34475,0,0
56929,25353,34349,0,0
56796,25260,34227,0,0
56667,25170,34104,0,0
56538,25077,33973,0,0
56400,24980,33837,0,0
56256,24884,33703,0,0
56114,24787,33571,0,0
55968,24683,33435,0,0
55815,24578,33300,0,0
55667,24482,33173,0,0
55534,24398,33057,0,0
55417,24320,32950,0,0
55319,24251,32849,0,0
55242,24193,32755,0,0
55181,24147,32671,0,0
55126,24106,32597,0,0
55074,24068,32530,0,0
55033,24034,32467,0,0
55002,23998,32405,0,0
54969,23957,32340,0,0
54934,23917,32276,0,0
54905,23885,32221,0,0
54878,23856,32167,0,0
54845,23818,32108,0,0
54804,23775,32045,0,0
54762,23735,31985,0,0
54718,23694,31928,0,0
54670,23650,31874,0,0
54623,23607,31822,0,0
54581,23570,31772,0,0
54540,23534,31723,0,0
54496,23496,31670,0,0
54460,23461,31614,0,0
54435,23432,31555,0,0
54408,23398,31493,0,0
54373,23360,31424,0,0
54336,23323,31354,0,0
54305,23291,31287,0,0
54276,23259,31222,0,0
54245,23226,31157,0,0
54213,23190,31096,0,0
54176,23148,31036,0,0
54127,23097,30973,0,0
54070,23041,30905,0,0
54012,22988,30834,0,0
53956,22934,30759,0,0
53894,22875,30678,0,0
53830,22820,30593,0,0
53770,22774,30509,0,0
53716,22733,30428,0,0
53667,22696,30351,0,0
53628,22665,30287,0,0
53614,22650,30245,0,0
53626,22651,30231,0,0
53663,22665,30244,0,0
53737,22701,30292,0,0
53855,22769,30387,0,0
54016,22873,30532,0,0
54217,23013,30728,0,0
54461,23189,30977,0,0
54749,23399,31280,0,0
55073,23639,31629,0,0
55427,23903,32017,0,0
55816,24191,32442,0,0
56243,24503,32904,0,0
56700,24830,33390,0,0
57176,25163,33888,0,0
57660,25501,34389,0,0
58145,25840,34886,0,0
58615,26169,35366,0,0
59057,26479,35820,0,0
59467,26769,36248,0,0
59847,27039,36645,0,0
60191,27282,37006,0,0
60489,27489,37323,0,0
60744,27661,37598,0,0
60957,27801,37833,0,0
61126,27908,38022,0,0
61248,27984,38164,0,0
61329,28041,38270,0,0
61374,28081,38349,0,0
61387,28103,38400,0,0
61374,28104,38418,0,0
61342,28086,38409,0,0
61300,28057,38383,0,0
61246,28020,38342,0,0
61184,27980,38297,0,0
61128,27945,38254,0,0
61084,27914,38215,0,0
61045,27884,38175,0,0
61008,27851,38136,0,0
60974,27821,38101,0,0
60947,27794,38071,0,0
60925,27764,38039,0,0
60906,27734,38008,0,0
60891,27711,37982,0,0
60869,27691,37956,0,0
60828,27658,37918,0,0
60765,27607,37866,0,0
60682,27546,37799,0,0
60581,27475,37714,0,0
60459,27390,37608,0,0
60324,27290,37483,0,0
60180,27187,37349,0,0
60029,27089,37213,0,0
59883,26994,37077,0,0
59754,26909,36944,0,0
59643,26836,36819,0,0
59543,26763,36695,0,0
59450,26691,36572,0,0
59373,26628,36460,0,0
59310,26580,36369,0,0
59259,26540,36296,0,0
59220,26507,36235,0,0
59193,26483,36189,0,0
59182,26469,36164,0,0
59183,26460,36153,0,0
59195,26458,36153,0,0
59224,26471,36173,0,0
59270,26501,36212,0,0
59320,26535,36260,0,0
59369,26568,36309,0,0
59421,26605,36357,0,0
59473,26642,36403,0,0
59520,26673,36440,0,0
59560,26698,36471,0,0
59596,26726,36503,0,0
59631,26755,36536,0,0
59659,26777,36562,0,0
59674,26787,36577,0,0
59680,26788,36581,0,0
59681,26785,36577,0,0
59665,26772,36559,0,0
59630,26743,36522,0,0
59581,26701,36469,0,0
59515,26646,36401,0,0
59425,26577,36320,0,0
59320,26503,36229,0,0
59212,26429,36133,0,0
59107,26353,36033,0,0
58996,26272,35927,0,0
58883,26193,35818,0,0
58778,26122,35712,0,0
58681,26051,35608,0,0
58583,25973,35498,0,0
58482,25892,35383,0,0
58381,25816,35267,0,0
58284,25746,35151,0,0
58185,25674,35031,0,0
58087,25598,34913,0,0
57992,25520,34800,0,0
57891,25435,34686,0,0
57775,25339,34565,0,0
57646,25238,34439,0,0
57509,25137,34316,0,0
57367,25041,34195,0,0
57221,24946,34072,0,0
57078,24850,33948,0,0
56941,24755,33830,0,0
56804,24659,33713,0,0
56665,24560,33588,0,0
56527,24462,33459,0,0
56393,24368,33329,0,0
56266,24278,33201,0,0
56147,24190,33080,0,0
56038,24109,32974,0,0
55939,24034,32875,0,0
55843,23961,32775,0,0
55748,23890,32676,0,0
55656,23819,32583,0,0
55567,23750,32498,0,0
55482,23686,32417,0,0
55404,23632,32342,0,0
55334,23589,32276,0,0
55270,23552,32216,0,0
55206,23514,32151,0,0
55141,23470,32081,0,0
55080,23423,32014,0,0
55024,23375,31949,0,0
54973,23329,31882,0,0
54930,23288,31815,0,0
54892,23250,31748,0,0
54854,23210,31679,0,0
54811,23166,31605,0,0
54765,23123,31530,0,0
54718,23082,31459,0,0
54664,23035,31386,0,0
54602,22981,31312,0,0
54537,22929,31240,0,0
54470,22879,31168,0,0
54397,22824,31091,0,0
54314,22760,31009,0,0
54225,22692,30921,0,0
54140,22627,30831,0,0
54057,22563,30740,0,0
53972,22496,30648,0,0
53892,22432,30556,0,0
53819,22375,30468,0,0
53750,22320,30380,0,0
53677,22263,30288,0,0
53604,22205,30194,0,0
53537,22150,30108,0,0
53472,22096,30030,0,0
53407,22045,29957,0,0
53347,21997,29890,0,0
53296,21952,29827,0,0
53250,21908,29763,0,0
53207,21866,29703,0,0
53180,21837,29660,0,0
53187,21833,29649,0,0
53235,21856,29668,0,0
53325,21909,29719,0,0
53466,22003,29820,0,0
53666,22143,29981,0,0
53924,22324,30201,0,0
54240,22547,30480,0,0
54615,22819,30823,0,0
55048,23139,31232,0,0
55529,23493,31693,0,0
56051,23875,32202,0,0
56610,24286,32755,0,0
57189,24710,33337,0,0
57768,25130,33926,0,0
58336,25537,34511,0,0
58886,25931,35085,0,0
59413,26305,35639,0,0
59908,26652,36163,0,0
60368,26976,36655,0,0
60797,27283,37117,0,0
61194,27570,37539,0,0
61561,27831,37913,0,0
61897,28066,38245,0,0
62204,28281,38541,0,0
62478,28472,38798,0,0
62713,28633,39009,0,0
62912,28765,39178,0,0
63072,28871,39315,0,0
63195,28953,39424,0,0
63289,29014,39511,0,0
63361,29060,39578,0,0
63412,29093,39628,0,0
63439,29112,39662,0,0
63440,29117,39680,0,0
63422,29112,39689,0,0
63398,29104,39692,0,0
63368,29088,39687,0,0
63333,29065,39670,0,0
63295,29036,39646,0,0
63261,29005,39624,0,0
63233,28974,39603,0,0
63215,28953,39587,0,0
63212,28948,39579,0,0
63217,28952,39576,0,0
63219,28954,39573,0,0
63217,28950,39572,0,0
63213,28945,39568,0,0
63200,28936,39556,0,0
63168,28914,39524,0,0
63118,28875,39472,0,0
63047,28823,39404,0,0
62944,28753,39315,0,0
62803,28658,39202,0,0
62630,28539,39068,0,0
62432,28403,38918,0,0
62207,28248,38751,0,0
61955,28070,38564,0,0
61689,27879,38366,0,0
61425,27689,38168,0,0
61171,27509,37974,0,0
60932,27343,37789,0,0
60718,27201,37622,0,0
60544,27093,37483,0,0
60408,27014,37373,0,0
60306,26958,37291,0,0
60243,26926,37237,0,0
60221,26921,37210,0,0
60225,26933,37203,0,0
60240,26950,37206,0,0
60261,26970,37218,0,0
60288,26993,37237,0,0
60314,27014,37255,0,0
60330,27031,37268,0,0
60338,27044,37281,0,0
60342,27055,37298,0,0
60336,27055,37308,0,0
60312,27037,37301,0,0
60280,27007,37278,0,0
60248,26974,37247,0,0
60209,26937,37206,0,0
60151,26889,37154,0,0
60070,26835,37092,0,0
59974,26773,37020,0,0
59869,26702,36935,0,0
59762,26625,36842,0,0
59663,26553,36749,0,0
59575,26493,36658,0,0
59495,26441,36566,0,0
59426,26393,36471,0,0
59369,26351,36378,0,0
59317,26313,36288,0,0
59260,26275,36197,0,0
59194,26234,36106,0,0
59123,26191,36019,0,0
59042,26140,35933,0,0
58946,26076,35836,0,0
58834,26001,35725,0,0
58715,25922,35608,0,0
58592,25841,35489,0,0
58464,25755,35362,0,0
58329,25663,35227,0,0
58192,25573,35091,0,0
58057,25485,34961,0,0
57925,25400,34842,0,0
57804,25320,34732,0,0
57702,25252,34630,0,0
57612,25187,34529,0,0
57521,25116,34422,0,0
57430,25041,34316,0,0
57346,24975,34221,0,0
57264,24920,34131,0,0
57179,24864,34039,0,0
57091,24803,33947,0,0
57001,24740,33856,0,0
56904,24672,33761,0,0
56801,24594,33661,0,0
56699,24515,33565,0,0
56606,24441,33475,0,0
56521,24371,33383,0,0
56448,24310,33296,0,0
56394,24265,33219,0,0
56356,24234,33149,0,0
56327,24209,33083,0,0
56305,24190,33027,0,0
56288,24176,32982,0,0
56274,24163,32940,0,0
56260,24146,32893,0,0
56242,24126,32840,0,0
56218,24102,32787,0,0
56185,24071,32730,0,0
56141,24031,32664,0,0
56087,23983,32592,0,0
56029,23938,32523,0,0
55966,23898,32462,0,0
55898,23857,32399,0,0
55825,23807,32332,0,0
55750,23755,32270,0,0
55674,23704,32211,0,0
55593,23654,32147,0,0
55508,23604,32074,0,0
55427,23556,31995,0,0
55349,23505,31911,0,0
55271,23449,31821,0,0
55195,23391,31729,0,0
55124,23340,31640,0,0
55060,23295,31558,0,0
54997,23254,31481,0,0
54932,23211,31405,0,0
54869,23169,31330,0,0
54810,23124,31258,0,0
54747,23070,31179,0,0
54675,23008,31091,0,0
54601,22946,31000,0,0
54528,22887,30910,0,0
54452,22828,30824,0,0
54379,22771,30746,0,0
54313,22725,30682,0,0
54258,22690,30627,0,0
54220,22662,30579,0,0
54212,22650,30549,0,0
54243,22660,30547,0,0
54309,22698,30581,0,0
54415,22770,30657,0,0
54570,22883,30789,0,0
54777,23038,30986,0,0
55032,23234,31243,0,0
55329,23467,31552,0,0
55675,23734,31915,0,0
56062,24026,32323,0,0
56478,24336,32768,0,0
56922,24666,33246,0,0
57399,25015,33757,0,0
57897,25375,34286,0,0
58396,25736,34823,0,0
58887,26095,35365,0,0
59368,26448,35901,0,0
59834,26789,36416,0,0
60279,27115,36903,0,0
60695,27420,37356,0,0
61080,27703,37773,0,0
61429,27960,38155,0,0
61738,28186,38498,0,0
62014,28388,38798,0,0
62262,28570,39056,0,0
62473,28725,39274,0,0
62648,28852,39454,0,0
62798,28958,39605,0,0
62931,29052,39732,0,0
63045,29129,39827,0,0
63129,29187,39892,0,0
63187,29230,39941,0,0
63236,29268,39985,0,0
63280,29301,40021,0,0
63312,29325,40045,0,0
63331,29341,40059,0,0
63338,29352,40067,0,0
63334,29356,40070,0,0
63328,29355,40072,0,0
63327,29356,40076,0,0
63330,29359,40081,0,0
63339,29365,40083,0,0
63347,29370,40081,0,0
63351,29371,40080,0,0
63352,29370,40079,0,0
63345,29360,40070,0,0
63322,29340,40049,0,0
63286,29311,40017,0,0
63234,29270,39973,0,0
63161,29215,39917,0,0
63070,29150,39844,0,0
62962,29078,39752,0,0
62838,28996,39647,0,0
62703,28903,39535,0,0
62564,28806,39418,0,0
62430,28713,39302,0,0
62306,28629,39186,0,0
62193,28550,39070,0,0
62092,28476,38957,0,0
62006,28412,38857,0,0
61939,28361,38771,0,0
61888,28317,38697,0,0
61846,28278,38634,0,0
61815,28251,38589,0,0
61797,28232,38557,0,0
61785,28219,38533,0,0
61781,28215,38520,0,0
61785,28223,38518,0,0
61788,28232,38519,0,0
61789,28235,38521,0,0
61796,28245,38531,0,0
61818,28270,38556,0,0
61854,28305,38594,0,0
61896,28339,38635,0,0
61940,28371,38673,0,0
61984,28403,38709,0,0
62025,28433,38741,0,0
62060,28460,38764,0,0
62092,28486,38779,0,0
62116,28505,38787,0,0
62125,28512,38788,0,0
62118,28508,38780,0,0
62096,28497,38759,0,0
62067,28480,38728,0,0
62032,28455,38686,0,0
61984,28418,38628,0,0
61923,28371,38558,0,0
61850,28317,38479,0,0
61762,28253,38384,0,0
61662,28177,38270,0,0
61553,28094,38150,0,0
61437,28011,38032,0,0
61313,27923,37911,0,0
61189,27829,37785,0,0
61068,27736,37655,0,0
60947,27647,37524,0,0
60828,27561,37392,0,0
60707,27474,37260,0,0
60585,27390,37129,0,0
60465,27307,37003,0,0
60341,27219,36876,0,0
60208,27123,36747,0,0
60068,27023,36616,0,0
59921,26917,36481,0,0
59759,26805,36340,0,0
59585,26692,36200,0,0
59410,26581,36063,0,0
59239,26475,35929,0,0
59075,26374,35796,0,0
58920,26278,35666,0,0
58780,26187,35547,0,0
58648,26099,35431,0,0
58525,26014,35317,0,0
58416,25937,35210,0,0
58320,25871,35114,0,0
58229,25814,35024,0,0
58140,25758,34933,0,0
58059,25707,34843,0,0
57988,25663,34759,0,0
57918,25618,34681,0,0
57839,25568,34607,0,0
57759,25521,34540,0,0
57681,25478,34479,0,0
57596,25434,34414,0,0
57502,25382,34338,0,0
57404,25322,34254,0,0
57305,25258,34168,0,0
57204,25194,34083,0,0
57109,25132,34003,0,0
57026,25075,33932,0,0
56956,25024,33870,0,0
56894,24975,33809,0,0
56841,24926,33750,0,0
56796,24883,33695,0,0
56753,24843,33642,0,0
56705,24799,33582,0,0
56658,24749,33515,0,0
56617,24700,33444,0,0
56577,24653,33370,0,0
56527,24600,33288,0,0
56465,24541,33201,0,0
56397,24486,33119,0,0
56324,24432,33042,0,0
56244,24374,32961,0,0
56158,24310,32875,0,0
56070,24242,32787,0,0
55972,24172,32695,0,0
55863,24099,32598,0,0
55755,24029,32500,0,0
55658,23963,32407,0,0
55568,23898,32318,0,0
55480,23836,32227,0,0
55393,23775,32130,0,0
55307,23715,32031,0,0
55217,23653,31930,0,0
55114,23582,31826,0,0
