green_channel,red_channel,ir_channel,Anomaly,Anomaly_ch2
39024,10487,53550,0,0
39042,10509,53578,0,0
39047,10516,53585,0,0
39038,10508,53569,0,0
39014,10483,53527,0,0
38977,10439,53456,0,0
38926,10379,53358,0,0
38863,10300,53237,0,0
38786,10205,53093,0,0
38699,10098,52930,0,0
38602,9979,52749,0,0
38495,9850,52553,0,0
38380,9714,52344,0,0
38258,9572,52126,0,0
38130,9424,51902,0,0
37998,9273,51673,0,0
37866,9122,51440,0,0
37733,8971,51206,0,0
37601,8823,50972,0,0
37472,8681,50740,0,0
37344,8542,50512,0,0
37216,8404,50286,0,0
37088,8267,50063,0,0
36963,8134,49846,0,0
36842,8005,49637,0,0
36726,7879,49438,0,0
36621,7754,49248,0,0
36522,7632,49065,0,0
36427,7515,48886,0,0
36336,7402,48711,0,0
36248,7293,48540,0,0
36162,7187,48374,0,0
36079,7085,48214,0,0
35996,6987,48057,0,0
35909,6891,47905,0,0
35819,6798,47757,0,0
35730,6708,47611,0,0
35642,6619,47463,0,0
35555,6533,47315,0,0
35468,6450,47166,0,0
35382,6368,47015,0,0
35297,6284,46861,0,0
35212,6198,46706,0,0
35128,6110,46555,0,0
35044,6019,46405,0,0
34959,5924,46254,0,0
34875,5825,46097,0,0
34791,5724,45936,0,0
34706,5620,45774,0,0
34619,5514,45613,0,0
34534,5409,45456,0,0
34453,5309,45310,0,0
34379,5219,45186,0,0
34324,5155,45099,0,0
34302,5133,45074,0,0
34333,5173,45144,0,0
34437,5298,45343,0,0
34632,5534,45704,0,0
34936,5896,46249,0,0
35352,6386,46980,0,0
35869,6990,47881,0,0
36464,7681,48917,0,0
37107,8425,50041,0,0
37770,9191,51205,0,0
38427,9950,52367,0,0
39059,10680,53495,0,0
39652,11360,54562,0,0
40196,11979,55548,0,0
40684,12531,56438,0,0
41114,13014,57226,0,0
41483,13421,57905,0,0
41787,13754,58473,0,0
42028,14015,58932,0,0
42211,14210,59283,0,0
42340,14343,59529,0,0
42419,14419,59678,0,0
42449,14442,59742,0,0
42434,14417,59733,0,0
42379,14352,59655,0,0
42292,14253,59520,0,0
42181,14127,59341,0,0
42053,13983,59128,0,0
41914,13825,58893,0,0
41770,13660,58644,0,0
41625,13494,58389,0,0
41482,13334,58137,0,0
41347,13184,57895,0,0
41223,13046,57668,0,0
41111,12919,57457,0,0
41013,12804,57268,0,0
40928,12701,57104,0,0
40857,12611,56963,0,0
40794,12533,56841,0,0
40737,12468,56733,0,0
40684,12409,56632,0,0
40633,12352,56528,0,0
40579,12290,56415,0,0
40516,12218,56287,0,0
40443,12134,56145,0,0
40361,12040,55988,0,0
40274,11941,55818,0,0
40183,11838,55641,0,0
40090,11731,55465,0,0
39995,11622,55288,0,0
39900,11515,55116,0,0
39809,11415,54955,0,0
39730,11325,54812,0,0
39664,11249,54689,0,0
39611,11189,54591,0,0
39573,11146,54522,0,0
39551,11121,54482,0,0
39544,11115,54469,0,0
39551,11126,54480,0,0
39573,11154,54513,0,0
39605,11194,54562,0,0
39644,11240,54625,0,0
39686,11291,54696,0,0
39728,11343,54768,0,0
39768,11392,54835,0,0
39802,11435,54887,0,0
39828,11463,54922,0,0
39841,11477,54937,0,0
39841,11479,54931,0,0
39830,11466,54903,0,0
39807,11437,54849,0,0
39769,11389,54770,0,0
39715,11324,54670,0,0
39647,11245,54548,0,0
39569,11154,54407,0,0
39482,11053,54249,0,0
39386,10942,54077,0,0
39280,10820,53891,0,0
39168,10691,53693,0,0
39050,10557,53481,0,0
38929,10421,53260,0,0
38803,10279,53035,0,0
38673,10135,52807,0,0
38543,9990,52579,0,0
38415,9844,52350,0,0
38288,9696,52120,0,0
38162,9550,51894,0,0
38036,9407,51672,0,0
37911,9264,51455,0,0
37789,9123,51245,0,0
37671,8987,51039,0,0
37554,8857,50837,0,0
37439,8732,50636,0,0
37325,8606,50437,0,0
37213,8480,50240,0,0
37104,8357,50050,0,0
37001,8238,49867,0,0
36902,8124,49689,0,0
36808,8016,49517,0,0
36716,7914,49349,0,0
36626,7814,49183,0,0
36540,7715,49019,0,0
36455,7617,48857,0,0
36369,7519,48697,0,0
36285,7424,48539,0,0
36201,7332,48382,0,0
36117,7242,48229,0,0
36034,7155,48082,0,0
35955,7068,47938,0,0
35876,6982,47795,0,0
35796,6893,47652,0,0
35711,6803,47507,0,0
35624,6709,47360,0,0
35536,6614,47213,0,0
35447,6516,47063,0,0
35357,6416,46908,0,0
35266,6315,46749,0,0
35178,6217,46593,0,0
35091,6120,46443,0,0
35008,6025,46299,0,0
34932,5939,46167,0,0
34872,5873,46058,0,0
34837,5839,45995,0,0
34842,5852,46003,0,0
34907,5932,46116,0,0
35053,6104,46366,0,0
35296,6387,46786,0,0
35640,6789,47390,0,0
36083,7307,48170,0,0
36609,7923,49101,0,0
37197,8608,50142,0,0
37817,9330,51250,0,0
38446,10062,52383,0,0
39068,10780,53502,0,0
39665,11465,54578,0,0
40222,12101,55589,0,0
40730,12676,56517,0,0
41184,13185,57348,0,0
41578,13626,58073,0,0
41910,13997,58688,0,0
42177,14298,59194,0,0
42384,14530,59594,0,0
42536,14698,59891,0,0
42635,14805,60089,0,0
42684,14854,60193,0,0
42686,14848,60215,0,0
42646,14793,60163,0,0
42571,14699,60044,0,0
42468,14576,59871,0,0
42342,14430,59657,0,0
42200,14268,59413,0,0
42048,14096,59148,0,0
41893,13920,58869,0,0
41737,13744,58585,0,0
41585,13571,58306,0,0
41440,13404,58042,0,0
41306,13249,57799,0,0
41184,13108,57576,0,0
41074,12982,57377,0,0
40977,12872,57200,0,0
40893,12780,57044,0,0
40821,12700,56908,0,0
40754,12626,56784,0,0
40690,12555,56663,0,0
40626,12481,56538,0,0
40555,12397,56404,0,0
40475,12300,56258,0,0
40389,12197,56101,0,0
40298,12090,55937,0,0
40205,11980,55769,0,0
40111,11868,55600,0,0
40018,11761,55432,0,0
39929,11658,55268,0,0
39845,11564,55110,0,0
39770,11481,54966,0,0
39706,11413,54841,0,0
39654,11362,54741,0,0
39619,11328,54671,0,0
39601,11311,54633,0,0
39600,11310,54624,0,0
39610,11328,54639,0,0
39628,11360,54672,0,0
39655,11402,54720,0,0
39689,11449,54778,0,0
39727,11496,54840,0,0
39763,11538,54899,0,0
39793,11574,54953,0,0
39817,11600,54998,0,0
39835,11619,55029,0,0
39846,11630,55043,0,0
39846,11630,55038,0,0
39834,11617,55010,0,0
39808,11588,54960,0,0
39769,11545,54888,0,0
39718,11486,54793,0,0
39657,11412,54677,0,0
39585,11328,54541,0,0
39502,11232,54388,0,0
39411,11125,54221,0,0
39311,11008,54044,0,0
39203,10883,53858,0,0
39090,10753,53663,0,0
38975,10620,53458,0,0
38857,10480,53246,0,0
38737,10334,53026,0,0
38613,10187,52803,0,0
38487,10039,52579,0,0
38360,9892,52355,0,0
38234,9746,52133,0,0
38110,9604,51917,0,0
37993,9466,51706,0,0
37880,9332,51502,0,0
37772,9205,51303,0,0
37669,9084,51111,0,0
37569,8969,50924,0,0
37470,8856,50740,0,0
37369,8745,50559,0,0
37266,8634,50381,0,0
37164,8526,50206,0,0
37062,8422,50036,0,0
36964,8321,49872,0,0
36870,8221,49712,0,0
36780,8122,49556,0,0
36697,8024,49403,0,0
36618,7927,49253,0,0
36539,7830,49104,0,0
36459,7737,48959,0,0
36379,7649,48819,0,0
36300,7564,48683,0,0
36223,7482,48547,0,0
36150,7403,48413,0,0
36081,7328,48280,0,0
36014,7255,48151,0,0
35948,7183,48028,0,0
35885,7111,47907,0,0
35823,7040,47788,0,0
35763,6969,47669,0,0
35701,6896,47549,0,0
35636,6820,47428,0,0
35564,6744,47303,0,0
35489,6664,47174,0,0
35413,6581,47043,0,0
35337,6496,46910,0,0
35261,6410,46774,0,0
35183,6323,46632,0,0
35102,6232,46487,0,0
35024,6140,46343,0,0
34952,6052,46206,0,0
34892,5976,46086,0,0
34852,5927,46006,0,0
34846,5923,45991,0,0
34895,5988,46079,0,0
35021,6143,46305,0,0
35241,6406,46698,0,0
35563,6785,47275,0,0
35985,7279,48031,0,0
36492,7872,48941,0,0
37066,8543,49967,0,0
37679,9261,51065,0,0
38306,9994,52196,0,0
38926,10715,53319,0,0
39521,11408,54404,0,0
40076,12053,55427,0,0
40579,12638,56366,0,0
41026,13156,57209,0,0
41415,13603,57948,0,0
41745,13980,58582,0,0
42017,14287,59110,0,0
42230,14524,59531,0,0
42384,14694,59847,0,0
42481,14801,60063,0,0
42529,14850,60185,0,0
42533,14850,60222,0,0
42498,14804,60183,0,0
42430,14718,60078,0,0
42334,14595,59912,0,0
42214,14443,59695,0,0
42076,14272,59443,0,0
41926,14091,59165,0,0
41768,13905,58873,0,0
41606,13722,58575,0,0
41449,13548,58285,0,0
41300,13384,58010,0,0
41160,13232,57754,0,0
41034,13093,57520,0,0
40921,12968,57309,0,0
40819,12857,57122,0,0
40730,12758,56953,0,0
40649,12668,56801,0,0
40575,12584,56662,0,0
40506,12506,56531,0,0
40440,12429,56402,0,0
40371,12346,56271,0,0
40298,12258,56136,0,0
40220,12166,55991,0,0
40138,12070,55837,0,0
40054,11973,55676,0,0
39971,11879,55516,0,0
39891,11789,55358,0,0
39817,11706,55209,0,0
39750,11632,55074,0,0
39694,11569,54959,0,0
39646,11517,54866,0,0
39611,11480,54795,0,0
39588,11458,54746,0,0
39579,11448,54720,0,0
39583,11450,54719,0,0
39598,11466,54741,0,0
39623,11495,54781,0,0
39655,11535,54836,0,0
39692,11582,54902,0,0
39731,11632,54972,0,0
39768,11682,55041,0,0
39800,11728,55105,0,0
39827,11768,55160,0,0
39847,11798,55201,0,0
39861,11815,55225,0,0
39863,11817,55228,0,0
39851,11803,55207,0,0
39825,11773,55162,0,0
39786,11727,55094,0,0
39734,11665,55003,0,0
39670,11588,54889,0,0
39598,11498,54754,0,0
39519,11396,54602,0,0
39430,11282,54437,0,0
39332,11158,54258,0,0
39229,11029,54069,0,0
39122,10897,53870,0,0
39011,10763,53660,0,0
38893,10627,53444,0,0
38771,10491,53225,0,0
38652,10358,53007,0,0
38537,10228,52790,0,0
38425,10100,52576,0,0
38313,9975,52368,0,0
38202,9852,52166,0,0
38094,9734,51973,0,0
37990,9618,51788,0,0
37891,9507,51611,0,0
37795,9399,51438,0,0
37699,9295,51269,0,0
37604,9193,51103,0,0
37514,9095,50942,0,0
37429,8998,50783,0,0
37348,8902,50628,0,0
37269,8809,50475,0,0
37190,8718,50326,0,0
37110,8630,50179,0,0
37032,8545,50036,0,0
36957,8462,49897,0,0
36883,8380,49762,0,0
36809,8299,49630,0,0
36735,8217,49500,0,0
36662,8136,49373,0,0
36591,8057,49248,0,0
36522,7982,49124,0,0
36453,7911,49001,0,0
36388,7842,48882,0,0
36324,7775,48765,0,0
36260,7705,48649,0,0
36193,7629,48531,0,0
36125,7549,48410,0,0
36058,7469,48285,0,0
35992,7389,48158,0,0
35925,7306,48029,0,0
35860,7223,47901,0,0
35796,7145,47776,0,0
35729,7069,47651,0,0
35661,6994,47524,0,0
35590,6916,47395,0,0
35515,6836,47261,0,0
35435,6750,47119,0,0
35351,6658,46970,0,0
35261,6560,46815,0,0
35167,6459,46655,0,0
35073,6355,46493,0,0
34983,6254,46336,0,0
34903,6165,46196,0,0
34842,6099,46093,0,0
34813,6074,46048,0,0
34836,6107,46098,0,0
34932,6224,46279,0,0
35120,6449,46624,0,0
35412,6792,47148,0,0
35803,7251,47847,0,0
36282,7811,48705,0,0
36826,8450,49687,0,0
37412,9140,50749,0,0
38017,9853,51848,0,0
38619,10559,52950,0,0
39199,11237,54022,0,0
39744,11869,55039,0,0
40245,12447,55979,0,0
40698,12964,56830,0,0
41094,13415,57582,0,0
41430,13797,58230,0,0
41708,14112,58769,0,0
41930,14362,59198,0,0
42100,14549,59523,0,0
42218,14674,59750,0,0
42288,14741,59888,0,0
42311,14757,59941,0,0
42295,14727,59916,0,0
42243,14655,59820,0,0
42158,14548,59664,0,0
42046,14412,59464,0,0
41913,14253,59229,0,0
41764,14078,58967,0,0
41605,13894,58688,0,0
41442,13709,58400,0,0
41281,13528,58114,0,0
41126,13353,57837,0,0
40982,13188,57579,0,0
40851,13034,57343,0,0
40734,12894,57131,0,0
40629,12772,56941,0,0
40538,12668,56771,0,0
40461,12580,56620,0,0
40393,12502,56485,0,0
40326,12426,56356,0,0
40256,12346,56224,0,0
40178,12262,56085,0,0
40095,12175,55937,0,0
40009,12083,55783,0,0
39921,11987,55623,0,0
39833,11890,55460,0,0
39747,11793,55297,0,0
39665,11696,55138,0,0
39587,11606,54991,0,0
39516,11527,54861,0,0
39458,11463,54749,0,0
39410,11412,54657,0,0
39375,11378,54590,0,0
39353,11362,54555,0,0
39344,11358,54549,0,0
39351,11366,54568,0,0
39372,11387,54608,0,0
39407,11423,54664,0,0
39451,11470,54733,0,0
39499,11522,54806,0,0
39547,11574,54881,0,0
39593,11626,54956,0,0
39635,11676,55024,0,0
39670,11719,55080,0,0
39694,11751,55119,0,0
39706,11770,55138,0,0
39705,11774,55135,0,0
39694,11762,55111,0,0
39672,11734,55067,0,0
39637,11689,55002,0,0
39586,11626,54913,0,0
39522,11549,54801,0,0
39447,11458,54667,0,0
39359,11353,54511,0,0
39260,11237,54336,0,0
39152,11112,54146,0,0
39039,10980,53949,0,0
38924,10844,53744,0,0
38808,10709,53533,0,0
38691,10574,53317,0,0
38575,10439,53098,0,0
38461,10304,52875,0,0
38349,10169,52652,0,0
38240,10032,52432,0,0
38131,9896,52219,0,0
38022,9762,52011,0,0
37911,9630,51810,0,0
37801,9503,51616,0,0
37692,9384,51426,0,0
37584,9268,51237,0,0
37478,9152,51053,0,0
37376,9039,50873,0,0
37278,8932,50700,0,0
37181,8826,50531,0,0
37086,8725,50362,0,0
36997,8629,50197,0,0
36911,8538,50039,0,0
36826,8448,49888,0,0
36742,8360,49742,0,0
36660,8274,49598,0,0
36584,8190,49457,0,0
36511,8106,49318,0,0
36441,8022,49185,0,0
36373,7940,49059,0,0
36308,7859,48937,0,0
36242,7777,48816,0,0
36176,7694,48694,0,0
36111,7614,48572,0,0
36048,7537,48451,0,0
35984,7464,48332,0,0
35919,7394,48215,0,0
35853,7327,48096,0,0
35786,7257,47975,0,0
35719,7183,47852,0,0
35651,7109,47730,0,0
35582,7036,47604,0,0
35511,6963,47473,0,0
35441,6889,47339,0,0
35374,6814,47207,0,0
35306,6736,47074,0,0
35236,6657,46943,0,0
35162,6575,46814,0,0
35086,6492,46685,0,0
35013,6411,46557,0,0
34944,6337,46436,0,0
34882,6271,46329,0,0
34836,6224,46251,0,0
34820,6209,46223,0,0
34851,6248,46274,0,0
34948,6361,46438,0,0
35127,6571,46751,0,0
35398,6892,47233,0,0
35763,7321,47887,0,0
36214,7850,48697,0,0
36735,8462,49633,0,0
37304,9129,50658,0,0
37896,9822,51730,0,0
38489,10515,52812,0,0
39067,11188,53870,0,0
39617,11822,54878,0,0
40124,12407,55816,0,0
40581,12934,56673,0,0
40985,13398,57438,0,0
41333,13795,58103,0,0
41624,14121,58663,0,0
41860,14378,59118,0,0
42040,14571,59473,0,0
42167,14702,59727,0,0
42243,14775,59886,0,0
42273,14797,59958,0,0
42261,14775,59951,0,0
42211,14716,59872,0,0
42128,14624,59730,0,0
42014,14501,59534,0,0
41875,14349,59295,0,0
41718,14176,59021,0,0
41550,13985,58723,0,0
41377,13785,58413,0,0
41205,13584,58100,0,0
41038,13391,57794,0,0
40878,13209,57502,0,0
40727,13042,57232,0,0
40588,12890,56986,0,0
40461,12756,56767,0,0
40347,12636,56573,0,0
40247,12528,56400,0,0
40160,12432,56245,0,0
40082,12343,56098,0,0
40004,12254,55952,0,0
39925,12162,55802,0,0
39844,12066,55648,0,0
39760,11966,55489,0,0
39672,11862,55326,0,0
39583,11757,55161,0,0
39495,11654,54997,0,0
39410,11554,54839,0,0
39332,11459,54691,0,0
39263,11374,54554,0,0
39206,11304,54437,0,0
39160,11249,54345,0,0
39127,11209,54280,0,0
39109,11186,54242,0,0
39105,11180,54229,0,0
39114,11194,54240,0,0
39134,11223,54271,0,0
39166,11263,54322,0,0
39207,11310,54390,0,0
39253,11362,54470,0,0
39301,11417,54555,0,0
39349,11470,54639,0,0
39394,11520,54718,0,0
39433,11563,54786,0,0
39464,11595,54840,0,0
39483,11615,54877,0,0
39487,11621,54895,0,0
39480,11617,54892,0,0
39464,11601,54866,0,0
39441,11577,54819,0,0
39408,11542,54753,0,0
39367,11498,54668,0,0
39316,11442,54562,0,0
39257,11374,54437,0,0
39191,11293,54301,0,0
39118,11200,54156,0,0
39038,11096,54002,0,0
38949,10986,53837,0,0
38852,10873,53662,0,0
38747,10757,53480,0,0
38639,10639,53289,0,0
38530,10522,53093,0,0
38423,10408,52896,0,0
38316,10293,52703,0,0
38212,10177,52512,0,0
38111,10061,52325,0,0
38015,9947,52137,0,0
37922,9833,51947,0,0
37831,9723,51761,0,0
37742,9618,51583,0,0
37655,9515,51413,0,0
37569,9415,51249,0,0
37485,9317,51091,0,0
37402,9220,50934,0,0
37319,9122,50776,0,0
37234,9024,50622,0,0
37149,8928,50472,0,0
37066,8836,50329,0,0
36985,8750,50191,0,0
36907,8667,50057,0,0
36834,8587,49925,0,0
36766,8512,49796,0,0
36703,8441,49670,0,0
36639,8374,49546,0,0
36575,8311,49422,0,0
36507,8247,49297,0,0
36442,8179,49169,0,0
36378,8108,49038,0,0
36315,8032,48907,0,0
36251,7951,48776,0,0
36185,7868,48645,0,0
36115,7786,48516,0,0
36043,7704,48387,0,0
35971,7622,48257,0,0
35899,7539,48123,0,0
35826,7452,47986,0,0
35750,7363,47846,0,0
35673,7275,47704,0,0
35595,7190,47561,0,0
35518,7110,47418,0,0
35442,7032,47281,0,0
35368,6960,47158,0,0
35308,6904,47064,0,0
35280,6879,47018,0,0
35298,6902,47046,0,0
35374,6993,47178,0,0
35522,7173,47444,0,0
35753,7454,47863,0,0
36074,7839,48442,0,0
36483,8320,49175,0,0
36964,8880,50035,0,0
37495,9497,50988,0,0
38052,10147,51995,0,0
38617,10805,53018,0,0
39171,11446,54025,0,0
39696,12056,54992,0,0
40184,12621,55900,0,0
40632,13136,56736,0,0
41032,13592,57488,0,0
41381,13986,58147,0,0
41677,14316,58709,0,0
41917,14582,59170,0,0
42102,14785,59532,0,0
42234,14928,59795,0,0
42316,15018,59968,0,0
42354,15057,60057,0,0
42351,15050,60069,0,0
42311,15001,60011,0,0
42236,14918,59892,0,0
42134,14803,59719,0,0
42014,14665,59502,0,0
41878,14507,59251,0,0
41729,14335,58979,0,0
41574,14154,58696,0,0
41416,13969,58412,0,0
41260,13788,58134,0,0
41113,13617,57867,0,0
40979,13461,57616,0,0
40858,13320,57387,0,0
40751,13194,57180,0,0
40656,13083,56994,0,0
40570,12983,56828,0,0
40489,12890,56674,0,0
40410,12798,56524,0,0
40331,12703,56375,0,0
40252,12607,56225,0,0
40168,12510,56069,0,0
40079,12411,55908,0,0
39986,12308,55742,0,0
39893,12203,55572,0,0
39800,12100,55400,0,0
39708,11997,55230,0,0
39619,11897,55065,0,0
39536,11807,54914,0,0
39465,11731,54785,0,0
39409,11672,54683,0,0
39372,11631,54614,0,0
39354,11608,54576,0,0
39351,11604,54565,0,0
39362,11618,54578,0,0
39387,11647,54617,0,0
39423,11687,54678,0,0
39468,11737,54756,0,0
39519,11797,54845,0,0
39573,11861,54939,0,0
39625,11924,55033,0,0
39675,11980,55122,0,0
39720,12027,55201,0,0
39756,12066,55265,0,0
39782,12092,55309,0,0
39795,12106,55330,0,0
39794,12104,55326,0,0
39776,12084,55293,0,0
39744,12044,55233,0,0
39699,11985,55150,0,0
39641,11909,55040,0,0
39569,11822,54905,0,0
39484,11726,54751,0,0
39390,11620,54583,0,0
39287,11505,54401,0,0
39180,11384,54206,0,0
39072,11260,54003,0,0
38962,11134,53794,0,0
38850,11005,53582,0,0
38737,10873,53369,0,0
38626,10742,53157,0,0
38514,10616,52946,0,0
38402,10490,52734,0,0
38290,10362,52523,0,0
38180,10232,52318,0,0
38073,10105,52119,0,0
37967,9981,51924,0,0
37860,9857,51732,0,0
37752,9732,51541,0,0
37644,9610,51350,0,0
37539,9490,51160,0,0
37437,9372,50974,0,0
37337,9255,50793,0,0
37241,9143,50615,0,0
37149,9038,50443,0,0
37060,8939,50276,0,0
36969,8840,50110,0,0
36878,8741,49947,0,0
36790,8646,49790,0,0
36704,8554,49639,0,0
36623,8466,49494,0,0
36547,8384,49356,0,0
36474,8305,49223,0,0
36403,8227,49095,0,0
36335,8151,48969,0,0
36270,8077,48843,0,0
36205,8004,48717,0,0
36138,7933,48591,0,0
36071,7859,48466,0,0
36003,7781,48339,0,0
35934,7701,48207,0,0
35866,7620,48070,0,0
35797,7539,47931,0,0
35724,7456,47789,0,0
35650,7373,47648,0,0
35576,7295,47513,0,0
35511,7226,47393,0,0
35467,7176,47302,0,0
35455,7161,47267,0,0
35491,7202,47317,0,0
35590,7319,47484,0,0
35765,7530,47792,0,0
36025,7841,48256,0,0
36370,8253,48878,0,0
36795,8757,49645,0,0
37281,9331,50525,0,0
37810,9949,51484,0,0
38360,10588,52486,0,0
38912,11225,53494,0,0
39450,11843,54481,0,0
39961,12427,55421,0,0
40433,12965,56297,0,0
40857,13449,57094,0,0
41231,13876,57801,0,0
41554,14240,58410,0,0
41823,14540,58919,0,0
42035,14776,59326,0,0
42192,14948,59633,0,0
42297,15056,59840,0,0
42354,15106,59955,0,0
42364,15105,59987,0,0
42332,15061,59944,0,0
42259,14975,59831,0,0
42155,14853,59657,0,0
42024,14701,59433,0,0
41872,14524,59169,0,0
41702,14330,58875,0,0
41518,14123,58561,0,0
41330,13910,58236,0,0
41142,13697,57910,0,0
40960,13492,57589,0,0
40789,13299,57277,0,0
40632,13119,56985,0,0
40489,12956,56715,0,0
40359,12808,56465,0,0
40238,12672,56232,0,0
40124,12543,56015,0,0
40012,12418,55809,0,0
39900,12292,55607,0,0
39789,12164,55403,0,0
39677,12032,55194,0,0
39561,11898,54979,0,0
39445,11762,54761,0,0
39331,11626,54542,0,0
39219,11493,54326,0,0
39113,11370,54118,0,0
39015,11258,53928,0,0
38928,11161,53760,0,0
38854,11083,53618,0,0
38793,11021,53504,0,0
38748,10977,53420,0,0
38718,10950,53367,0,0
38705,10943,53346,0,0
38710,10954,53358,0,0
38732,10981,53397,0,0
38768,11024,53457,0,0
38814,11079,53533,0,0
38866,11141,53619,0,0
38920,11205,53710,0,0
38974,11267,53799,0,0
39024,11324,53883,0,0
39067,11372,53954,0,0
39099,11407,54009,0,0
39117,11427,54041,0,0
39123,11431,54047,0,0
39113,11419,54024,0,0
39087,11390,53975,0,0
39044,11344,53900,0,0
38986,11281,53801,0,0
38914,11199,53678,0,0
38830,11100,53530,0,0
38736,10986,53358,0,0
38632,10860,53167,0,0
38522,10724,52961,0,0
38404,10582,52740,0,0
38278,10434,52506,0,0
38147,10281,52264,0,0
38013,10124,52018,0,0
37879,9969,51771,0,0
37745,9816,51526,0,0
37611,9661,51284,0,0
37480,9508,51046,0,0
37353,9361,50809,0,0
37229,9219,50575,0,0
37105,9079,50344,0,0
36982,8939,50118,0,0
36861,8801,49898,0,0
36743,8668,49688,0,0
36624,8538,49484,0,0
36507,8409,49286,0,0
36392,8281,49094,0,0
36280,8157,48908,0,0
36172,8036,48726,0,0
36066,7918,48547,0,0
35962,7804,48369,0,0
35861,7690,48191,0,0
35761,7576,48013,0,0
35664,7462,47833,0,0
35568,7348,47653,0,0
35472,7235,47469,0,0
35374,7122,47284,0,0
35273,7009,47099,0,0
35170,6894,46913,0,0
35066,6777,46727,0,0
34963,6658,46543,0,0
34859,6536,46355,0,0
34753,6414,46163,0,0
34646,6293,45972,0,0
34539,6175,45780,0,0
34432,6057,45588,0,0
34326,5943,45399,0,0
34226,5836,45219,0,0
34137,5742,45062,0,0
34067,5670,44947,0,0
34029,5638,44893,0,0
34045,5663,44930,0,0
34135,5771,45090,0,0
34317,5985,45410,0,0
34602,6318,45912,0,0
34989,6771,46598,0,0
35471,7335,47453,0,0
36031,7989,48445,0,0
36645,8700,49532,0,0
37284,9435,50664,0,0
37921,10162,51797,0,0
38531,10859,52890,0,0
39097,11508,53915,0,0
39608,12095,54850,0,0
40060,12612,55684,0,0
40448,13057,56410,0,0
40774,13429,57028,0,0
41038,13729,57536,0,0
41243,13961,57933,0,0
41389,14124,58222,0,0
41478,14218,58406,0,0
41517,14250,58492,0,0
41512,14229,58492,0,0
41466,14161,58416,0,0
41383,14055,58274,0,0
41268,13915,58074,0,0
41126,13744,57824,0,0
40963,13552,57535,0,0
40783,13345,57216,0,0
40594,13130,56879,0,0
40401,12913,56537,0,0
40208,12699,56199,0,0
40020,12492,55870,0,0
39843,12298,55553,0,0
39680,12116,55254,0,0
39531,11948,54977,0,0
39395,11796,54725,0,0
39270,11658,54495,0,0
39154,11532,54279,0,0
39042,11411,54071,0,0
38933,11293,53866,0,0
38824,11176,53660,0,0
38719,11056,53454,0,0
38613,10931,53248,0,0
38508,10802,53044,0,0
38405,10676,52841,0,0
38307,10558,52645,0,0
38216,10448,52462,0,0
38136,10350,52298,0,0
38068,10265,52159,0,0
38013,10199,52048,0,0
37976,10153,51969,0,0
37957,10130,51927,0,0
37956,10134,51923,0,0
37976,10165,51959,0,0
38016,10221,52030,0,0
38073,10296,52131,0,0
38144,10384,52253,0,0
38226,10481,52391,0,0
38315,10583,52538,0,0
38404,10685,52685,0,0
38487,10780,52825,0,0
38560,10865,52949,0,0
38624,10933,53053,0,0
38672,10983,53132,0,0
38699,11011,53181,0,0
38705,11014,53196,0,0
38690,10995,53175,0,0
38657,10957,53119,0,0
38605,10897,53027,0,0
38535,10812,52904,0,0
38446,10707,52752,0,0
38341,10586,52575,0,0
38223,10453,52374,0,0
38098,10311,52155,0,0
37968,10161,51921,0,0
37833,10005,51673,0,0
37693,9844,51414,0,0
37551,9677,51149,0,0
37403,9507,50880,0,0
37251,9332,50605,0,0
37098,9153,50329,0,0
36944,8972,50056,0,0
36790,8791,49786,0,0
36639,8612,49518,0,0
36489,8438,49253,0,0
36341,8267,48993,0,0
36194,8101,48739,0,0
36049,7941,48492,0,0
35907,7787,48250,0,0
35769,7636,48011,0,0
35633,7490,47778,0,0
35502,7348,47552,0,0
35376,7213,47333,0,0
35252,7082,47117,0,0
35132,6953,46909,0,0
35018,6829,46710,0,0
34912,6709,46518,0,0
34811,6591,46332,0,0
34713,6477,46150,0,0
34618,6367,45971,0,0
34526,6262,45799,0,0
34436,6161,45633,0,0
34346,6061,45469,0,0
34256,5962,45306,0,0
34167,5867,45145,0,0
34081,5775,44984,0,0
33997,5682,44820,0,0
33915,5590,44658,0,0
33837,5504,44504,0,0
33768,5430,44371,0,0
33713,5375,44273,0,0
33688,5356,44234,0,0
33715,5397,44289,0,0
33817,5525,44476,0,0
34014,5763,44830,0,0
34319,6125,45375,0,0
34735,6611,46110,0,0
35250,7211,47019,0,0
35846,7900,48068,0,0
36494,8648,49212,0,0
37162,9420,50399,0,0
37821,10181,51583,0,0
38453,10906,52724,0,0
39042,11578,53791,0,0
39576,12186,54763,0,0
40045,12723,55629,0,0
40445,13182,56382,0,0
40777,13561,57015,0,0
41044,13863,57526,0,0
41247,14092,57920,0,0
41391,14254,58204,0,0
41478,14351,58383,0,0
41516,14388,58468,0,0
41510,14370,58470,0,0
41464,14304,58396,0,0
41381,14198,58253,0,0
41266,14056,58051,0,0
41122,13884,57801,0,0
40955,13687,57512,0,0
40773,13473,57194,0,0
40581,13249,56855,0,0
40383,13020,56502,0,0
40185,12792,56146,0,0
39990,12569,55797,0,0
39803,12356,55463,0,0
39628,12157,55144,0,0
39466,11972,54846,0,0
39318,11801,54568,0,0
39180,11643,54309,0,0
39048,11494,54064,0,0
38919,11349,53828,0,0
